Rk,Player,G,Season,Age,Team,PLAY_G,PLAY_GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PLAY_PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,-9999
992,Isaiah Joe,4,2020-21,21,PHI,4,0,2.3,0.3,0.8,0.3,0.3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.5,0.5,.333,1.000,.000,,.333,.333,G,joeis01
993,Isaiah Joe,7,2021-22,22,PHI,7,0,2.1,0.3,0.7,0.1,0.3,0.1,0.4,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.4,0.1,0.7,.400,.500,.333,,.500,.500,G,joeis01
994,Alize Johnson,5,2020-21,24,BRK,5,0,4.6,0.8,1.4,0.8,1.4,0.0,0.0,0.0,0.0,0.6,2.0,2.6,0.0,0.6,0.0,0.6,0.2,1.6,.571,.571,,,.571,.571,F,johnsal02
995,Amir Johnson,7,2013-14,26,TOR,7,7,27.3,4.9,7.4,4.9,7.1,0.0,0.3,1.3,1.7,2.3,3.7,6.0,1.0,0.4,0.6,1.7,4.1,11.0,.654,.680,.000,.750,.672,.654,F-C,johnsam01
996,Amir Johnson,4,2014-15,27,TOR,4,2,28.0,5.0,7.3,5.0,7.0,0.0,0.3,1.5,3.0,1.8,5.3,7.0,1.0,0.3,0.8,1.8,4.0,11.5,.690,.714,.000,.500,.671,.690,F-C,johnsam01
997,Amir Johnson,6,2015-16,28,BOS,6,6,22.3,3.7,5.5,3.7,5.2,0.0,0.3,1.2,1.5,1.8,5.3,7.2,0.7,0.2,1.3,1.7,2.2,8.5,.667,.710,.000,.778,.690,.667,F-C,johnsam01
998,Amir Johnson,14,2016-17,29,BOS,14,9,10.1,1.1,2.1,1.0,1.9,0.1,0.2,0.4,0.6,1.2,0.9,2.1,0.2,0.3,0.4,0.4,1.7,2.6,.500,.519,.333,.625,.537,.517,F-C,johnsam01
999,Amir Johnson,8,2017-18,30,PHI,8,1,11.8,1.4,2.6,1.4,2.6,0.0,0.0,0.5,0.6,1.8,1.1,2.9,1.1,0.3,0.1,0.4,1.3,3.3,.524,.524,,.800,.560,.524,F-C,johnsam01
1000,Amir Johnson,4,2018-19,31,PHI,4,0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.5,1.3,0.5,0.3,0.0,0.3,0.8,2.0,1.000,1.000,,,1.000,1.000,F-C,johnsam01
1001,Cameron Johnson,21,2020-21,24,PHO,21,0,21.1,2.6,5.2,1.0,1.7,1.6,3.5,1.4,1.5,0.8,2.4,3.1,0.8,0.9,0.2,0.7,1.3,8.2,.500,.611,.446,.906,.693,.650,F,johnsca02
1002,Cameron Johnson,13,2021-22,25,PHO,13,3,24.6,3.5,7.6,1.8,3.1,1.7,4.5,2.0,2.5,0.7,2.8,3.5,1.5,0.4,0.1,0.9,2.4,10.8,.465,.600,.373,.813,.619,.576,F,johnsca02
1003,Ivan Johnson,5,2011-12,27,ATL,5,0,10.8,1.0,3.2,1.0,3.0,0.0,0.2,0.6,1.0,1.4,2.0,3.4,0.0,0.6,0.0,0.6,1.4,2.6,.313,.333,.000,.600,.357,.313,F,johnsiv01
1004,Ivan Johnson,6,2012-13,28,ATL,6,0,18.0,2.0,4.3,2.0,4.3,0.0,0.0,2.0,3.0,1.5,1.8,3.3,0.5,0.7,0.5,1.0,3.8,6.0,.462,.462,,.667,.531,.462,F,johnsiv01
1005,James Johnson,10,2015-16,28,TOR,10,0,9.8,1.2,2.5,0.8,1.6,0.4,0.9,0.2,0.3,0.3,1.2,1.5,0.6,0.3,0.0,0.7,1.3,3.0,.480,.500,.444,.667,.570,.560,F,johnsja01
1006,James Johnson,5,2017-18,30,MIA,5,5,32.2,4.6,8.4,3.2,5.8,1.4,2.6,1.8,2.8,0.6,5.4,6.0,4.8,1.2,1.2,2.0,3.4,12.4,.548,.552,.538,.643,.644,.631,F,johnsja01
1007,Joe Johnson,6,2011-12,30,ATL,6,6,40.5,6.3,17.0,4.8,11.0,1.5,6.0,3.0,4.0,1.0,2.5,3.5,3.5,1.3,0.2,2.7,1.8,17.2,.373,.439,.250,.750,.458,.417,G-F,johnsjo02
1008,Joe Johnson,7,2012-13,31,BRK,7,7,38.7,6.1,14.7,4.7,9.1,1.4,5.6,1.1,1.3,0.6,2.6,3.1,2.7,1.1,0.0,1.7,1.9,14.9,.417,.516,.256,.889,.486,.466,G-F,johnsjo02
1009,Joe Johnson,12,2013-14,32,BRK,12,12,39.1,8.2,15.3,6.3,10.9,1.8,4.4,3.0,3.6,0.8,3.1,3.8,2.9,0.5,0.3,1.6,1.7,21.2,.533,.580,.415,.837,.626,.592,G-F,johnsjo02
1010,Joe Johnson,6,2014-15,33,BRK,6,6,41.5,5.7,15.7,3.7,8.8,2.0,6.8,3.2,4.0,0.8,6.8,7.7,4.8,1.2,0.0,0.8,2.7,16.5,.362,.415,.293,.792,.473,.426,G-F,johnsjo02
1011,Joe Johnson,14,2015-16,34,MIA,14,14,35.1,4.9,11.3,3.9,8.0,0.9,3.3,1.5,1.7,0.5,4.2,4.7,2.5,0.6,0.2,1.3,1.9,12.1,.430,.491,.283,.875,.504,.472,G-F,johnsjo02
1012,Joe Johnson,11,2016-17,35,UTA,11,2,29.6,5.3,12.1,3.9,8.0,1.4,4.1,1.0,1.4,0.7,3.2,3.9,2.5,0.5,0.1,1.2,1.9,12.9,.436,.489,.333,.733,.509,.492,G-F,johnsjo02
1013,Joe Johnson,8,2017-18,36,HOU,8,0,6.8,0.8,2.1,0.8,1.8,0.0,0.4,0.0,0.0,0.0,1.3,1.3,0.4,0.0,0.1,0.4,0.5,1.5,.353,.429,.000,,.353,.353,G-F,johnsjo02
1014,Nick Johnson,9,2014-15,22,HOU,9,0,5.4,0.4,1.9,0.3,1.1,0.1,0.8,0.3,0.3,0.1,0.3,0.4,0.4,0.0,0.1,0.4,0.8,1.3,.235,.300,.143,1.000,.328,.265,G,johnsni01
1015,Orlando Johnson,12,2012-13,23,IND,12,0,2.3,0.2,0.9,0.1,0.7,0.1,0.3,0.4,0.8,0.0,0.3,0.3,0.1,0.0,0.0,0.1,0.0,0.8,.182,.125,.333,.556,.334,.227,G,johnsor01
1016,Stanley Johnson,4,2015-16,19,DET,4,0,20.3,3.0,5.8,1.5,3.3,1.5,2.5,0.5,0.5,0.0,4.0,4.0,0.0,0.3,0.0,0.8,2.5,8.0,.522,.462,.600,1.000,.670,.652,F,johnsst04
1017,Tyler Johnson,5,2015-16,23,MIA,5,0,12.2,1.0,2.2,0.4,1.0,0.6,1.2,1.6,2.2,0.4,1.0,1.4,1.6,0.2,0.0,0.4,1.6,4.2,.455,.400,.500,.727,.663,.591,G,johnsty01
1018,Tyler Johnson,5,2017-18,25,MIA,5,5,16.2,2.8,5.2,1.6,3.2,1.2,2.0,1.2,1.4,0.2,1.4,1.6,0.8,0.4,0.0,0.4,2.8,8.0,.538,.500,.600,.857,.688,.654,G,johnsty01
1019,Tyler Johnson,4,2019-20,27,BRK,4,2,23.3,5.3,11.5,2.5,4.5,2.8,7.0,0.5,0.5,0.0,1.8,1.8,2.3,0.0,0.3,0.8,2.8,13.8,.457,.556,.393,1.000,.587,.576,G,johnsty01
1020,Tyler Johnson,8,2020-21,28,BRK,8,0,8.6,0.8,2.1,0.4,0.8,0.4,1.4,0.3,0.3,0.3,0.5,0.8,0.6,0.3,0.0,0.1,1.1,2.1,.353,.500,.273,1.000,.475,.441,G,johnsty01
1021,Wesley Johnson,6,2015-16,28,LAC,6,0,12.8,0.8,2.3,0.3,0.8,0.5,1.5,0.5,0.5,0.8,2.2,3.0,0.3,0.2,0.7,0.3,1.0,2.7,.357,.400,.333,1.000,.522,.464,F-G,johnswe01
1022,Nikola Jokić,14,2018-19,23,DEN,14,14,39.8,9.4,18.6,7.9,14.6,1.6,4.0,4.7,5.6,3.9,9.1,13.0,8.4,1.1,0.9,2.6,3.9,25.1,.506,.537,.393,.846,.596,.548,C-F,jokicni01
1023,Nikola Jokić,19,2019-20,24,DEN,19,19,36.5,9.4,18.1,7.2,12.9,2.2,5.2,3.5,4.2,1.9,7.9,9.8,5.7,1.1,0.8,3.3,3.6,24.4,.519,.555,.429,.835,.614,.580,C-F,jokicni01
1024,Nikola Jokić,10,2020-21,25,DEN,10,10,34.5,11.6,22.8,9.6,17.5,2.0,5.3,4.6,5.5,3.7,7.9,11.6,5.0,0.6,0.9,2.4,2.3,29.8,.509,.549,.377,.836,.591,.553,C-F,jokicni01
1025,Nikola Jokić,5,2021-22,26,DEN,5,5,34.2,12.2,21.2,11.2,17.6,1.0,3.6,5.6,6.6,3.4,9.8,13.2,5.8,1.6,1.0,4.8,4.0,31.0,.575,.636,.278,.848,.643,.599,C-F,jokicni01
1026,Dahntay Jones,7,2011-12,31,IND,7,0,8.3,0.6,2.6,0.3,1.3,0.3,1.3,1.0,1.0,0.6,0.4,1.0,0.4,0.1,0.0,0.4,1.6,2.4,.222,.222,.222,1.000,.403,.278,G-F,jonesda02
1027,Dahntay Jones,5,2012-13,32,ATL,5,0,3.8,0.2,0.8,0.2,0.8,0.0,0.0,0.4,0.4,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.2,0.8,.250,.250,,1.000,.410,.250,G-F,jonesda02
1028,Dahntay Jones,11,2014-15,34,LAC,11,0,1.6,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,0.0,0.0,0.6,0.4,1.000,1.000,,,1.000,1.000,G-F,jonesda02
1029,Dahntay Jones,15,2015-16,35,CLE,15,0,3.3,0.4,0.9,0.3,0.7,0.1,0.2,0.3,0.3,0.0,0.5,0.5,0.1,0.1,0.1,0.1,0.2,1.1,.462,.500,.333,.800,.559,.500,G-F,jonesda02
1030,Dahntay Jones,10,2016-17,36,CLE,10,0,3.3,0.5,1.0,0.4,0.8,0.1,0.2,0.5,0.5,0.1,0.6,0.7,0.1,0.0,0.1,0.1,0.7,1.6,.500,.500,.500,1.000,.656,.550,G-F,jonesda02
1031,Damian Jones,4,2016-17,21,GSW,4,0,5.3,0.8,1.8,0.8,1.8,0.0,0.0,0.3,0.5,1.0,0.5,1.5,0.0,0.5,0.3,0.0,0.8,1.8,.429,.429,,.500,.444,.429,F-C,jonesda03
1032,Damian Jones,4,2017-18,22,GSW,4,0,2.8,0.3,0.5,0.3,0.5,0.0,0.0,0.5,0.8,0.3,0.5,0.8,0.0,0.0,0.0,0.8,1.0,1.0,.500,.500,,.667,.602,.500,F-C,jonesda03
1033,Damian Jones,4,2018-19,23,GSW,4,1,2.0,0.3,0.3,0.3,0.3,0.0,0.0,0.3,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.3,0.8,0.8,1.000,1.000,,.500,.798,1.000,F-C,jonesda03
1034,Derrick Jones Jr.,15,2019-20,22,MIA,15,0,6.5,0.5,1.1,0.3,0.5,0.3,0.6,0.1,0.3,0.4,0.4,0.8,0.5,0.4,0.3,0.1,0.8,1.5,.471,.500,.444,.400,.573,.588,F,jonesde02
1035,Derrick Jones Jr.,5,2021-22,24,CHI,5,0,11.8,1.4,3.4,0.8,1.2,0.6,2.2,0.4,0.6,0.6,0.8,1.4,0.4,0.2,0.0,0.6,1.6,3.8,.412,.667,.273,.667,.519,.500,F,jonesde02
1036,Herbert Jones,6,2021-22,23,NOP,6,6,37.7,3.5,7.3,2.7,5.3,0.8,2.0,2.8,3.7,1.3,2.0,3.3,1.8,1.8,0.8,1.3,3.7,10.7,.477,.500,.417,.773,.596,.534,F,joneshe01
1037,James Jones,20,2011-12,31,MIA,20,0,8.7,0.8,2.2,0.4,0.7,0.5,1.5,0.5,0.5,0.3,0.8,1.0,0.1,0.2,0.1,0.2,0.6,2.6,.372,.538,.300,1.000,.538,.477,F-G,jonesja02
1038,James Jones,9,2012-13,32,MIA,9,0,3.7,0.3,0.8,0.0,0.3,0.3,0.4,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.1,0.2,0.3,1.0,.429,.000,.750,,.643,.643,F-G,jonesja02
1039,James Jones,15,2013-14,33,MIA,15,0,8.4,1.2,2.7,0.2,0.5,1.0,2.1,0.1,0.2,0.2,0.5,0.7,0.3,0.2,0.1,0.0,1.1,3.5,.450,.375,.469,.667,.641,.638,F-G,jonesja02
1040,James Jones,20,2014-15,34,CLE,20,0,15.6,1.3,3.8,0.2,0.6,1.1,3.2,0.7,0.7,0.1,1.4,1.5,0.5,0.4,0.2,0.3,2.1,4.4,.347,.364,.344,.929,.536,.493,F-G,jonesja02
1041,James Jones,12,2015-16,35,CLE,12,0,4.6,0.2,0.8,0.1,0.3,0.1,0.6,0.1,0.3,0.1,0.3,0.3,0.3,0.0,0.0,0.1,0.3,0.5,.200,.333,.143,.250,.255,.250,F-G,jonesja02
1042,James Jones,8,2016-17,36,CLE,8,0,3.8,0.1,0.6,0.1,0.3,0.0,0.4,0.0,0.0,0.1,0.4,0.5,0.0,0.0,0.0,0.3,0.4,0.3,.200,.500,.000,,.200,.200,F-G,jonesja02
1043,Perry Jones,11,2013-14,22,OKC,11,0,5.0,0.6,1.6,0.4,0.7,0.3,0.9,0.0,0.0,0.3,0.5,0.8,0.1,0.0,0.1,0.1,0.8,1.5,.389,.500,.300,,.472,.472,F,jonespe01
1044,Terrence Jones,6,2013-14,22,HOU,6,2,23.0,3.3,6.5,3.3,6.3,0.0,0.2,1.0,2.0,2.8,3.3,6.2,1.3,0.8,0.5,0.3,2.2,7.7,.513,.526,.000,.500,.519,.513,F,joneste01
1045,Terrence Jones,17,2014-15,23,HOU,17,9,23.6,3.9,9.4,3.8,8.2,0.2,1.1,2.1,3.2,1.7,3.1,4.8,1.0,0.5,0.7,0.9,1.8,10.2,.421,.457,.158,.667,.473,.431,F,joneste01
1046,Tyus Jones,4,2017-18,21,MIN,4,0,13.8,0.5,1.8,0.5,1.3,0.0,0.5,0.0,0.0,0.0,2.3,2.3,2.0,0.3,0.0,0.3,0.0,1.0,.286,.400,.000,,.286,.286,G,jonesty01
1047,Tyus Jones,5,2020-21,24,MEM,5,0,9.4,1.2,3.4,1.0,2.6,0.2,0.8,0.4,0.4,0.2,1.2,1.4,1.2,0.2,0.0,0.0,0.2,3.0,.353,.385,.250,1.000,.419,.382,G,jonesty01
1048,Tyus Jones,12,2021-22,25,MEM,12,3,21.8,3.3,8.3,1.8,4.5,1.5,3.8,1.2,1.3,0.3,2.9,3.3,4.5,1.2,0.2,1.1,0.7,9.2,.394,.389,.400,.933,.521,.485,G,jonesty01
1049,DeAndre Jordan,11,2011-12,23,LAC,11,11,22.6,1.9,3.6,1.9,3.6,0.0,0.0,0.7,2.2,1.6,3.6,5.3,0.4,0.6,1.6,0.6,1.8,4.5,.525,.525,,.333,.494,.525,C,jordade01
1050,DeAndre Jordan,6,2012-13,24,LAC,6,6,24.0,1.7,3.7,1.7,3.7,0.0,0.0,0.3,1.5,2.5,3.8,6.3,0.2,0.2,1.7,1.5,3.0,3.7,.455,.455,,.222,.424,.455,C,jordade01
1051,DeAndre Jordan,13,2013-14,25,LAC,13,13,34.0,3.5,4.8,3.5,4.8,0.0,0.0,2.5,5.8,3.3,9.2,12.5,0.8,0.9,2.5,1.8,3.5,9.6,.730,.730,,.434,.648,.730,C,jordade01
1052,DeAndre Jordan,14,2014-15,26,LAC,14,14,34.4,4.1,5.8,4.1,5.8,0.0,0.0,4.8,11.2,3.5,9.9,13.4,1.1,1.1,2.4,1.2,3.0,13.1,.716,.716,,.427,.610,.716,C,jordade01
1053,DeAndre Jordan,6,2015-16,27,LAC,6,6,33.0,4.0,6.3,4.0,6.3,0.0,0.0,3.7,9.8,5.0,11.3,16.3,1.8,1.2,2.7,1.2,2.8,11.7,.632,.632,,.373,.547,.632,C,jordade01
1054,DeAndre Jordan,7,2016-17,28,LAC,7,7,37.7,6.1,8.7,6.1,8.6,0.0,0.1,3.1,8.0,3.6,10.9,14.4,0.7,0.4,0.9,2.4,4.1,15.4,.705,.717,.000,.393,.631,.705,C,jordade01
1055,Cory Joseph,20,2012-13,21,SAS,20,0,9.6,1.3,2.8,1.2,2.3,0.1,0.6,0.3,0.6,0.4,1.2,1.6,1.2,0.3,0.1,0.5,0.8,3.0,.464,.533,.182,.455,.485,.482,G,josepco01
1056,Cory Joseph,17,2013-14,22,SAS,17,0,5.1,1.0,2.1,1.0,1.9,0.0,0.2,0.8,1.1,0.1,0.5,0.5,0.5,0.2,0.0,0.2,0.4,2.8,.486,.531,.000,.778,.559,.486,G,josepco01
1057,Cory Joseph,4,2014-15,23,SAS,4,0,5.5,1.3,1.5,1.3,1.5,0.0,0.0,0.3,0.5,0.0,0.3,0.3,0.0,0.0,0.3,0.3,0.5,2.8,.833,.833,,.500,.799,.833,G,josepco01
1058,Cory Joseph,20,2015-16,24,TOR,20,0,22.6,3.5,7.4,3.1,6.2,0.4,1.2,1.2,1.6,0.6,1.5,2.1,2.4,0.9,0.1,1.1,2.4,8.5,.466,.492,.333,.750,.524,.493,G,josepco01
1059,Cory Joseph,10,2016-17,25,TOR,10,2,21.2,3.1,7.1,2.2,4.9,0.9,2.2,0.8,0.8,0.4,1.7,2.1,3.1,0.4,0.2,1.4,1.7,7.9,.437,.449,.409,1.000,.530,.500,G,josepco01
1060,Cory Joseph,7,2017-18,26,IND,7,0,20.4,1.7,4.7,1.3,3.1,0.4,1.6,0.9,0.9,0.3,2.1,2.4,3.0,1.3,0.3,0.6,1.4,4.7,.364,.409,.273,1.000,.463,.409,G,josepco01
1061,Cory Joseph,4,2018-19,27,IND,4,0,21.3,3.0,6.0,2.0,3.8,1.0,2.3,0.5,0.5,0.3,1.5,1.8,1.0,1.0,0.0,0.0,1.8,7.5,.500,.533,.444,1.000,.603,.583,G,josepco01
1062,Chris Kaman,4,2015-16,33,POR,4,0,8.0,1.8,4.5,1.8,4.5,0.0,0.0,0.0,0.0,0.5,1.5,2.0,0.3,0.5,0.0,1.5,2.5,3.5,.389,.389,,,.389,.389,C,kamanch01
1063,Frank Kaminsky,7,2015-16,22,CHO,7,5,27.1,2.0,6.6,1.3,4.1,0.7,2.4,2.4,3.0,0.4,3.9,4.3,1.1,0.9,0.7,0.3,2.1,7.1,.304,.310,.294,.810,.453,.359,F-C,kaminfr01
1064,Frank Kaminsky,10,2020-21,27,PHO,10,0,6.8,1.0,2.2,0.9,1.7,0.1,0.5,0.1,0.1,0.2,1.2,1.4,1.4,0.2,0.3,0.4,0.9,2.2,.455,.529,.200,1.000,.490,.477,F-C,kaminfr01
1065,Luke Kennard,4,2018-19,22,DET,4,2,33.3,5.8,11.8,3.5,8.0,2.3,3.8,1.3,1.5,0.0,4.0,4.0,1.8,0.8,0.3,0.8,1.5,15.0,.489,.438,.600,.833,.604,.585,G,kennalu01
1066,Luke Kennard,15,2020-21,24,LAC,15,0,14.6,2.1,4.3,0.7,0.9,1.4,3.4,0.1,0.1,0.3,0.6,0.9,0.5,0.1,0.0,0.2,1.0,5.6,.477,.714,.412,.500,.638,.638,G,kennalu01
1067,Jason Kidd,4,2011-12,38,DAL,4,4,36.0,3.5,10.3,1.3,3.8,2.3,6.5,2.3,2.5,0.8,5.3,6.0,6.0,3.0,0.3,2.8,1.8,11.5,.341,.333,.346,.900,.507,.451,G,kiddja01
1068,Jason Kidd,12,2012-13,39,NYK,12,0,20.6,0.3,2.1,0.0,0.7,0.3,1.4,0.2,0.2,0.6,2.9,3.5,2.0,1.0,0.3,1.1,1.0,0.9,.120,.000,.176,1.000,.213,.180,G,kiddja01
1069,Michael Kidd-Gilchrist,4,2013-14,20,CHA,4,4,22.8,3.5,6.8,3.5,6.5,0.0,0.3,1.5,2.5,2.0,4.5,6.5,1.5,0.0,0.5,2.0,3.3,8.5,.519,.538,.000,.600,.541,.519,F,kiddgmi01
1070,Michael Kidd-Gilchrist,6,2019-20,26,DAL,6,0,9.2,0.7,2.3,0.3,0.8,0.3,1.5,0.7,1.0,0.3,0.7,1.0,0.5,0.2,0.2,0.2,1.3,2.3,.286,.400,.222,.667,.421,.357,F,kiddgmi01
1071,Andrei Kirilenko,10,2013-14,32,BRK,10,0,14.4,0.7,1.5,0.7,1.5,0.0,0.0,1.1,1.7,1.0,1.3,2.3,1.0,1.0,0.3,0.3,1.1,2.5,.467,.467,,.647,.556,.467,F,kirilan01
1072,Maxi Kleber,6,2019-20,28,DAL,6,6,33.8,2.2,6.5,1.3,2.2,0.8,4.3,1.5,2.0,1.7,4.8,6.5,1.5,0.3,1.2,0.7,3.3,6.7,.333,.615,.192,.750,.452,.397,F,klebima01
1073,Maxi Kleber,7,2020-21,29,DAL,7,4,26.7,1.7,4.3,0.6,1.4,1.1,2.9,0.7,1.0,0.7,2.9,3.6,1.4,0.4,0.0,0.1,2.7,5.3,.400,.400,.400,.714,.559,.533,F,klebima01
1074,Maxi Kleber,18,2021-22,30,DAL,18,0,25.4,3.0,5.9,1.1,1.6,1.9,4.3,0.8,1.2,0.8,3.7,4.6,1.1,0.2,0.8,0.6,2.7,8.7,.509,.714,.436,.714,.681,.670,F,klebima01
1075,Nathan Knight,6,2020-21,23,ATL,6,0,2.3,0.3,1.2,0.3,0.8,0.0,0.3,0.0,0.3,0.0,1.0,1.0,0.0,0.0,0.3,0.0,0.3,0.7,.286,.400,.000,.000,.254,.286,F-C,knighna01
1076,John Konchar,8,2021-22,25,MEM,8,0,7.0,0.4,1.4,0.3,0.6,0.1,0.8,0.3,0.3,0.4,2.0,2.4,0.6,0.4,0.1,0.1,0.9,1.1,.273,.400,.167,1.000,.379,.318,G,konchjo01
1077,Furkan Korkmaz,4,2018-19,21,PHI,4,0,9.0,1.5,4.5,0.8,2.5,0.8,2.0,1.0,1.3,0.0,1.5,1.5,1.3,0.0,0.3,0.3,1.3,4.8,.333,.300,.375,.800,.470,.417,G,korkmfu01
1078,Furkan Korkmaz,4,2019-20,22,PHI,4,0,10.0,0.0,1.8,0.0,0.3,0.0,1.5,0.8,1.3,0.0,1.5,1.5,0.5,0.3,0.0,0.5,0.8,0.8,.000,.000,.000,.600,.163,.000,G,korkmfu01
1079,Furkan Korkmaz,12,2020-21,23,PHI,12,4,16.3,2.5,6.1,1.3,2.4,1.2,3.7,0.8,1.2,0.3,1.7,2.0,0.6,0.6,0.3,0.4,0.8,7.0,.411,.552,.318,.714,.531,.507,G,korkmfu01
1080,Furkan Korkmaz,9,2021-22,24,PHI,9,0,6.8,1.2,2.6,0.8,1.4,0.4,1.1,0.2,0.2,0.1,1.2,1.3,0.4,0.1,0.1,0.2,0.8,3.1,.478,.538,.400,1.000,.586,.565,G,korkmfu01
1081,Luke Kornet,9,2021-22,26,BOS,9,0,2.1,0.3,0.4,0.2,0.3,0.1,0.1,0.0,0.0,0.1,0.4,0.6,0.1,0.0,0.0,0.1,0.1,0.8,.750,.667,1.000,,.875,.875,F,kornelu01
1082,Kyle Korver,6,2011-12,30,CHI,6,0,15.7,1.5,3.7,0.8,1.5,0.7,2.2,0.2,0.3,0.2,1.5,1.7,1.5,0.5,0.5,0.8,1.7,3.8,.409,.556,.308,.500,.503,.500,G-F,korveky01
1083,Kyle Korver,6,2012-13,31,ATL,6,2,29.5,3.2,8.2,1.2,2.5,2.0,5.7,1.8,2.0,0.0,3.3,3.3,0.7,0.3,0.7,1.0,2.3,10.2,.388,.467,.353,.917,.562,.510,G-F,korveky01
1084,Kyle Korver,7,2013-14,32,ATL,7,7,35.7,4.3,9.4,1.0,1.7,3.3,7.7,1.6,1.7,0.3,5.0,5.3,0.7,0.6,0.3,1.6,2.1,13.4,.455,.583,.426,.917,.659,.629,G-F,korveky01
1085,Kyle Korver,14,2014-15,33,ATL,14,14,37.6,3.7,9.5,0.9,1.6,2.8,7.9,0.9,1.1,0.1,4.9,5.0,2.4,1.4,1.1,1.5,1.9,11.1,.391,.565,.355,.813,.557,.538,G-F,korveky01
1086,Kyle Korver,10,2015-16,34,ATL,10,8,31.6,3.5,7.5,1.1,2.1,2.4,5.4,0.9,0.9,0.3,4.5,4.8,1.0,1.0,0.4,0.8,2.3,10.3,.467,.524,.444,1.000,.652,.627,G-F,korveky01
1087,Kyle Korver,18,2016-17,35,CLE,18,0,18.1,1.9,4.4,0.4,0.6,1.5,3.8,0.6,0.6,0.1,1.6,1.7,0.7,0.4,0.3,0.4,1.2,5.8,.425,.636,.391,1.000,.622,.594,G-F,korveky01
1088,Kyle Korver,22,2017-18,36,CLE,22,11,23.0,2.7,6.4,0.6,1.5,2.0,5.0,0.9,1.0,0.3,2.1,2.4,0.9,0.4,0.4,0.6,2.0,8.3,.418,.438,.413,.864,.604,.578,G-F,korveky01
1089,Kyle Korver,4,2018-19,37,UTA,4,0,7.5,0.8,2.0,0.3,0.5,0.5,1.5,0.5,0.8,0.3,1.0,1.3,0.0,0.0,0.0,0.3,1.5,2.5,.375,.500,.333,.667,.536,.500,G-F,korveky01
1090,Kyle Korver,10,2019-20,38,MIL,10,0,11.9,2.0,4.7,0.5,1.0,1.5,3.7,0.7,0.7,0.1,0.7,0.8,0.1,0.3,0.1,0.5,0.9,6.2,.426,.500,.405,1.000,.619,.585,G-F,korveky01
1091,Kosta Koufos,6,2012-13,23,DEN,6,2,16.7,1.2,3.2,1.0,3.0,0.2,0.2,0.8,1.0,1.5,2.0,3.5,0.5,0.5,0.7,0.3,2.2,3.3,.368,.333,1.000,.833,.462,.395,C,koufoko01
1092,Kosta Koufos,7,2013-14,24,MEM,7,0,6.4,1.0,2.3,1.0,2.3,0.0,0.0,0.6,0.6,1.0,1.1,2.1,0.3,0.3,0.4,0.4,1.0,2.6,.438,.438,,1.000,.507,.438,C,koufoko01
1093,Kosta Koufos,11,2014-15,25,MEM,11,0,11.5,1.5,2.8,1.5,2.8,0.0,0.0,0.3,0.5,1.7,1.8,3.5,0.4,0.4,0.5,0.1,1.3,3.4,.548,.548,,.600,.557,.548,C,koufoko01
1094,Jonathan Kuminga,16,2021-22,19,GSW,16,3,8.6,1.9,3.8,1.7,2.9,0.2,0.8,1.3,1.6,0.3,1.4,1.7,0.5,0.2,0.1,0.7,0.7,5.2,.500,.574,.231,.769,.581,.525,F,kuminjo01
1095,Rodions Kurucs,4,2018-19,20,BRK,4,3,17.0,2.0,5.0,1.5,3.0,0.5,2.0,1.8,2.3,1.5,3.5,5.0,0.8,0.5,0.0,0.5,2.5,6.3,.400,.500,.250,.778,.522,.450,F,kurucro01
1096,Rodions Kurucs,4,2019-20,21,BRK,4,1,14.5,2.8,5.0,2.8,3.0,0.0,2.0,0.0,0.5,0.8,2.5,3.3,0.8,0.3,0.5,0.8,2.3,5.5,.550,.917,.000,.000,.527,.550,F,kurucro01
1097,Kyle Kuzma,21,2019-20,24,LAL,21,0,23.0,3.7,8.5,2.4,4.6,1.2,4.0,1.4,1.8,0.9,2.2,3.1,0.8,0.3,0.3,1.0,2.4,10.0,.430,.531,.313,.784,.535,.503,F,kuzmaky01
1098,Kyle Kuzma,6,2020-21,25,LAL,6,0,21.5,2.3,8.0,1.7,4.2,0.7,3.8,1.0,1.5,0.7,3.2,3.8,1.2,0.3,0.2,1.0,1.3,6.3,.292,.400,.174,.667,.366,.333,F,kuzmaky01
1099,Jeremy Lamb,11,2013-14,21,OKC,11,0,9.1,1.5,3.8,1.4,2.5,0.2,1.3,0.4,0.4,0.4,1.1,1.5,0.6,0.6,0.1,0.3,0.7,3.6,.405,.536,.143,1.000,.457,.429,G-F,lambje01
1100,Carl Landry,12,2012-13,29,GSW,12,3,20.5,4.3,8.3,4.3,8.3,0.0,0.0,3.2,4.3,1.8,3.3,5.2,1.4,0.6,0.2,1.6,2.4,11.8,.520,.520,,.731,.578,.520,F,landrca01
