Rk,Player,G,Season,Age,Team,PLAY_G,PLAY_GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PLAY_PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,-9999
252,Ronnie Brewer,5,2011-12,26,CHI,5,0,16.6,0.8,3.2,0.8,3.2,0.0,0.0,0.0,0.6,0.8,3.0,3.8,1.8,0.8,0.2,1.2,1.0,1.6,.250,.250,,.000,.231,.250,G-F,brewero02
253,Mikal Bridges,22,2020-21,24,PHO,22,22,32.1,4.2,8.6,2.6,4.3,1.6,4.3,1.1,1.3,0.9,3.4,4.3,1.6,1.0,0.7,0.7,1.9,11.1,.484,.600,.368,.893,.603,.576,F-G,bridgmi01
254,Mikal Bridges,13,2021-22,25,PHO,13,13,38.5,5.1,10.6,4.1,8.1,1.0,2.5,2.2,2.3,0.9,3.8,4.7,2.8,1.1,1.0,0.8,2.4,13.3,.478,.505,.394,.933,.572,.525,F-G,bridgmi01
255,Malcolm Brogdon,6,2016-17,24,MIL,6,6,30.5,3.7,9.2,2.0,5.7,1.7,3.5,0.0,0.0,0.5,3.8,4.3,3.5,0.5,0.3,2.0,2.0,9.0,.400,.353,.476,,.491,.491,G,brogdma01
256,Malcolm Brogdon,7,2017-18,25,MIL,7,5,26.6,3.4,7.9,2.7,5.1,0.7,2.7,1.1,1.4,0.4,3.0,3.4,2.4,0.1,0.0,1.7,2.0,8.7,.436,.528,.263,.800,.513,.482,G,brogdma01
257,Malcolm Brogdon,7,2018-19,26,MIL,7,2,28.3,5.0,11.1,3.0,5.9,2.0,5.3,1.0,1.6,0.9,4.0,4.9,3.4,0.7,0.1,1.4,2.3,13.0,.449,.512,.378,.636,.549,.538,G,brogdma01
258,Malcolm Brogdon,4,2019-20,27,IND,4,4,40.0,6.5,16.3,4.3,10.3,2.3,6.0,6.3,7.0,0.0,4.3,4.3,10.0,1.0,0.0,2.5,2.5,21.5,.400,.415,.375,.893,.556,.469,G,brogdma01
259,Aaron Brooks,6,2012-13,28,HOU,6,0,11.2,2.2,5.7,2.0,4.2,0.2,1.5,0.5,0.8,0.5,1.0,1.5,1.8,0.2,0.2,1.0,0.5,5.0,.382,.480,.111,.600,.414,.397,G,brookaa01
260,Aaron Brooks,12,2014-15,30,CHI,12,0,11.0,1.8,5.1,1.1,2.9,0.7,2.2,0.3,0.6,0.3,1.3,1.5,0.9,0.3,0.1,0.8,1.3,4.5,.344,.371,.308,.571,.421,.410,G,brookaa01
261,Armoni Brooks,4,2021-22,23,TOR,4,0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,.000,,.000,,.000,.000,G,brookar01
262,Dillon Brooks,5,2020-21,25,MEM,5,5,35.0,10.0,19.4,8.4,15.4,1.6,4.0,4.2,5.2,1.0,3.2,4.2,2.2,1.4,0.4,1.8,3.4,25.8,.515,.545,.400,.808,.595,.557,F-G,brookdi01
263,Dillon Brooks,11,2021-22,26,MEM,11,11,30.5,5.5,15.6,3.2,9.1,2.3,6.5,1.5,2.3,0.7,2.0,2.7,2.7,1.0,0.3,2.0,3.3,14.6,.349,.350,.347,.640,.440,.422,F-G,brookdi01
264,MarShon Brooks,7,2012-13,24,BRK,7,0,5.7,0.4,1.1,0.4,1.0,0.0,0.1,0.3,0.3,0.1,0.6,0.7,0.4,0.0,0.0,0.4,0.4,1.1,.375,.429,.000,1.000,.450,.375,G-F,brookma01
265,Bobby Brown,5,2016-17,32,HOU,5,0,4.4,2.0,4.0,1.0,1.8,1.0,2.2,0.0,0.0,0.0,0.4,0.4,0.2,0.0,0.0,0.0,0.2,5.0,.500,.556,.455,,.625,.625,G,brownbo02
266,Bruce Brown,4,2018-19,22,DET,4,2,14.3,1.3,3.5,1.0,2.3,0.3,1.3,0.5,0.5,0.3,1.8,2.0,0.5,0.5,0.3,0.5,2.0,3.3,.357,.444,.200,1.000,.437,.393,G,brownbr01
267,Bruce Brown,12,2020-21,24,BRK,12,5,23.1,3.3,6.6,3.2,5.7,0.2,0.9,1.1,1.3,1.9,3.2,5.1,2.1,0.7,0.4,0.9,2.6,7.9,.506,.559,.182,.813,.552,.519,G,brownbr01
268,Bruce Brown,4,2021-22,25,BRK,4,4,34.8,5.3,9.3,3.8,5.8,1.5,3.5,2.0,2.5,1.5,3.3,4.8,2.8,1.3,0.8,2.3,4.0,14.0,.568,.652,.429,.800,.676,.649,G,brownbr01
269,Jaylen Brown,17,2016-17,20,BOS,17,0,12.6,2.0,4.2,1.7,2.8,0.3,1.4,0.7,1.1,0.7,1.4,2.1,0.8,0.4,0.1,0.8,1.5,5.0,.479,.604,.217,.667,.539,.514,F-G,brownja02
270,Jaylen Brown,18,2017-18,21,BOS,18,15,32.4,6.9,14.8,4.4,8.6,2.4,6.2,1.8,2.8,0.9,3.9,4.8,1.4,0.8,0.6,1.3,3.2,18.0,.466,.519,.393,.640,.563,.549,F-G,brownja02
271,Jaylen Brown,9,2018-19,22,BOS,9,9,30.4,4.9,9.7,3.3,5.2,1.6,4.4,2.6,3.3,0.7,5.1,5.8,1.1,0.7,0.2,1.7,3.3,13.9,.506,.638,.350,.767,.624,.586,F-G,brownja02
272,Jaylen Brown,17,2019-20,23,BOS,17,17,39.5,8.1,16.9,5.5,9.9,2.5,7.1,3.1,3.7,1.4,6.1,7.5,2.3,1.5,0.5,2.4,2.8,21.8,.476,.560,.358,.841,.586,.550,F-G,brownja02
273,Jaylen Brown,24,2021-22,25,BOS,24,24,38.3,8.2,17.5,5.7,10.8,2.5,6.7,4.2,5.5,1.4,5.5,6.9,3.5,1.1,0.4,3.1,3.0,23.1,.470,.531,.373,.763,.581,.542,F-G,brownja02
274,Lorenzo Brown,4,2017-18,27,TOR,4,0,7.3,0.8,2.5,0.3,1.3,0.5,1.3,0.3,0.5,0.3,1.3,1.5,0.5,0.0,0.3,0.3,0.5,2.3,.300,.200,.400,.500,.414,.400,G,brownlo01
275,Sterling Brown,11,2018-19,23,MIL,11,5,14.7,1.4,3.5,0.7,1.5,0.6,1.9,0.7,1.0,0.4,2.4,2.7,1.7,0.5,0.3,0.7,1.5,4.1,.395,.471,.333,.727,.525,.487,G,brownst02
276,Sterling Brown,9,2021-22,26,DAL,9,0,2.9,0.3,1.1,0.3,0.7,0.0,0.4,0.6,0.8,0.1,0.8,0.9,0.3,0.4,0.2,0.3,0.0,1.2,.300,.500,.000,.714,.420,.300,G,brownst02
277,Jalen Brunson,7,2020-21,24,DAL,7,0,16.3,2.9,6.3,2.0,4.4,0.9,1.9,1.4,1.9,0.9,1.7,2.6,1.4,0.0,0.0,0.6,0.9,8.0,.455,.452,.462,.769,.563,.523,G,brunsja01
278,Jalen Brunson,18,2021-22,25,DAL,18,18,34.9,8.1,17.3,6.6,13.1,1.4,4.2,4.0,5.0,0.8,3.8,4.6,3.7,0.8,0.1,1.1,2.1,21.6,.466,.504,.347,.800,.553,.508,G,brunsja01
279,Elijah Bryant,11,2020-21,25,MIL,11,0,4.5,0.6,1.8,0.6,1.1,0.0,0.7,0.0,0.0,0.2,0.9,1.1,0.4,0.2,0.1,0.2,0.1,1.3,.350,.583,.000,,.350,.350,G,bryanel01
280,Kobe Bryant,12,2011-12,33,LAL,12,12,39.7,11.0,25.1,9.6,20.1,1.4,5.0,6.6,7.9,1.3,3.5,4.8,4.3,1.3,0.2,2.8,2.8,30.0,.439,.477,.283,.832,.525,.467,G-F,bryanko01
281,Reggie Bullock,5,2020-21,29,NYK,5,5,32.4,3.0,7.8,1.0,2.0,2.0,5.8,0.8,1.0,1.0,2.4,3.4,1.2,0.6,0.2,0.8,2.2,8.8,.385,.500,.345,.800,.534,.513,G-F,bullore01
282,Reggie Bullock,18,2021-22,30,DAL,18,18,39.3,3.4,8.4,0.5,1.1,2.9,7.3,0.9,1.0,0.4,4.1,4.6,1.7,1.2,0.1,0.4,2.7,10.6,.404,.450,.397,.889,.598,.576,G-F,bullore01
283,Trey Burke,6,2019-20,27,DAL,6,3,26.0,5.0,9.8,3.7,7.0,1.3,2.8,1.0,1.7,0.3,2.8,3.2,2.0,1.3,0.3,1.0,2.3,12.3,.508,.524,.471,.600,.584,.576,G,burketr01
284,Trey Burke,10,2021-22,29,DAL,10,0,3.7,1.1,2.2,0.7,1.2,0.4,1.0,0.6,0.6,0.0,0.3,0.3,0.4,0.1,0.0,0.1,0.3,3.2,.500,.583,.400,1.000,.649,.591,G,burketr01
285,Alec Burks,4,2011-12,20,UTA,4,0,15.8,1.8,7.0,1.8,6.5,0.0,0.5,3.0,3.5,1.3,1.5,2.8,0.8,0.5,0.0,0.8,1.0,6.5,.250,.269,.000,.857,.381,.250,G,burksal01
286,Alec Burks,9,2017-18,26,UTA,9,0,13.3,3.3,7.1,2.3,4.9,1.0,2.2,1.4,1.7,0.2,2.4,2.7,1.9,0.4,0.1,0.9,1.0,9.1,.469,.477,.450,.867,.581,.539,G,burksal01
287,Alec Burks,4,2019-20,28,PHI,4,0,23.8,4.0,12.3,3.3,8.3,0.8,4.0,1.8,2.3,1.8,2.0,3.8,1.8,0.3,0.8,0.8,1.8,10.5,.327,.394,.188,.778,.397,.357,G,burksal01
288,Alec Burks,5,2020-21,29,NYK,5,0,25.6,4.8,11.2,3.2,6.4,1.6,4.8,2.8,3.8,1.0,4.0,5.0,2.6,0.2,0.0,0.8,2.2,14.0,.429,.500,.333,.737,.544,.500,G,burksal01
289,Caron Butler,10,2011-12,31,LAC,10,10,26.8,3.3,9.2,2.5,6.1,0.8,3.1,1.2,1.6,0.4,2.6,3.0,1.0,0.6,0.2,1.6,2.2,8.6,.359,.410,.258,.750,.434,.402,F,butleca01
