Player,Age,G,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos
Brandon Clarke,23-26,237,21.3,4.5,7.5,4.3,6.8,0.2,0.7,1.5,2.1,1.8,3.8,5.6,1.4,0.7,0.9,0.7,1.8,10.7,0.604,0.637,0.29,0.705,0.638,0.618,F
Ian Clark,22-27,330,13.7,2.2,5.0,1.4,2.8,0.7,2.1,0.5,0.6,0.2,1.1,1.3,1.2,0.4,0.1,0.7,1.2,5.6,0.439,0.514,0.34,0.804,0.533,0.513,G
Gary Clark,24-27,170,13.2,1.0,3.0,0.2,0.5,0.8,2.5,0.2,0.2,0.7,1.8,2.5,0.5,0.3,0.4,0.3,0.9,3.1,0.351,0.494,0.326,0.838,0.504,0.489,F
Earl Clark,25-27,123,18.1,2.3,5.5,1.6,3.6,0.7,2.0,0.6,0.9,0.9,3.1,4.0,0.7,0.5,0.6,0.8,1.5,5.8,0.411,0.453,0.333,0.667,0.49,0.47,F
Josh Christopher,20-21,138,15.4,2.7,6.0,2.2,4.0,0.6,2.0,0.9,1.3,0.5,1.3,1.9,1.6,0.7,0.2,1.3,1.1,6.9,0.455,0.544,0.277,0.74,0.53,0.501,G
Semaj Christon,24,64,15.2,1.2,3.5,1.0,2.5,0.2,1.0,0.3,0.5,0.3,1.1,1.4,2.0,0.4,0.1,0.7,1.2,2.9,0.345,0.406,0.19,0.548,0.387,0.372,G
Max Christie,19,41,12.5,1.1,2.6,0.4,1.1,0.6,1.5,0.3,0.4,0.2,1.7,1.8,0.5,0.2,0.2,0.3,0.8,3.1,0.415,0.409,0.419,0.875,0.566,0.538,G
Marquese Chriss,19-24,292,18.3,2.8,6.2,2.3,4.3,0.6,1.9,1.3,2.0,1.2,3.4,4.7,1.0,0.6,0.8,1.2,2.5,7.6,0.456,0.528,0.29,0.667,0.531,0.5,F
Wilson Chandler,25-32,414,28.8,4.4,10.1,3.0,5.9,1.5,4.2,1.4,1.8,1.1,4.2,5.3,1.8,0.7,0.4,1.3,2.6,11.7,0.438,0.5,0.35,0.756,0.536,0.51,F
Tyson Chandler,30-37,436,25.9,2.9,4.6,2.9,4.6,0.0,0.0,1.8,2.7,3.0,6.2,9.2,0.9,0.5,0.8,1.2,2.3,7.6,0.633,0.634,0.0,0.668,0.659,0.633,C
Mario Chalmers,26-31,357,26.4,3.1,7.4,2.0,4.3,1.1,3.1,2.1,2.6,0.3,2.2,2.5,3.8,1.5,0.2,1.9,2.8,9.3,0.416,0.47,0.343,0.799,0.545,0.488,G
Willie Cauley-Stein,22-28,422,22.0,3.7,6.8,3.7,6.7,0.0,0.1,1.3,2.2,1.6,4.2,5.9,1.4,0.8,0.8,0.9,2.3,8.7,0.544,0.548,0.188,0.612,0.564,0.545,F-C
Omri Casspi,24-30,375,18.6,2.7,5.7,2.0,3.8,0.7,1.9,1.2,1.8,0.7,3.2,3.9,1.1,0.6,0.2,1.0,1.5,7.4,0.477,0.527,0.379,0.679,0.569,0.541,F
Alex Caruso,23-28,292,21.3,2.1,4.9,1.3,2.7,0.8,2.1,1.1,1.4,0.5,2.1,2.6,2.7,1.2,0.4,1.2,2.0,6.0,0.429,0.479,0.365,0.749,0.547,0.509,G
Michael Carter-Williams,22-31,395,25.2,3.8,9.4,3.3,7.6,0.5,1.8,2.2,3.1,1.0,3.4,4.3,4.3,1.3,0.5,2.3,2.4,10.2,0.402,0.436,0.256,0.705,0.473,0.426,G
Wendell Carter Jr.,19-23,260,28.0,4.9,9.5,4.2,7.4,0.7,2.1,2.4,3.3,2.4,6.5,8.8,2.1,0.6,0.8,1.7,3.0,12.9,0.516,0.572,0.321,0.733,0.589,0.552,C
Vince Carter,36-43,555,20.2,2.8,7.1,1.4,3.3,1.4,3.9,1.2,1.5,0.5,2.3,2.9,1.6,0.7,0.4,0.8,2.0,8.3,0.399,0.437,0.367,0.798,0.532,0.499,G-F
Jevon Carter,23-27,304,16.3,1.9,4.8,0.8,1.9,1.2,3.0,0.3,0.4,0.4,1.6,1.9,1.7,0.6,0.3,0.6,1.4,5.4,0.4,0.405,0.397,0.811,0.537,0.523,G
DeMarre Carroll,26-33,471,26.5,3.5,8.2,2.2,4.4,1.4,3.9,1.8,2.4,1.2,3.5,4.8,1.4,1.0,0.3,1.0,2.1,10.2,0.432,0.497,0.359,0.744,0.554,0.517,F
Clint Capela,20-28,536,26.8,5.4,8.6,5.4,8.6,0.0,0.0,1.6,2.9,3.6,7.1,10.7,1.0,0.7,1.5,1.1,2.4,12.4,0.627,0.628,0.0,0.533,0.625,0.627,C
Isaiah Canaan,22-27,235,20.4,2.6,7.1,1.1,2.6,1.6,4.4,1.3,1.6,0.3,1.6,1.9,1.9,0.6,0.1,1.1,1.5,8.1,0.371,0.404,0.351,0.836,0.524,0.481,G
Facundo Campazzo,29-31,138,19.3,1.7,4.5,0.7,1.5,1.0,3.0,1.0,1.2,0.3,1.5,1.8,3.3,1.1,0.3,1.0,1.9,5.3,0.369,0.456,0.326,0.825,0.528,0.478,G
Kentavious Caldwell-Pope,20-29,759,29.5,4.1,9.7,2.4,5.0,1.7,4.7,1.6,1.9,0.6,2.5,3.1,1.8,1.1,0.2,1.0,1.8,11.5,0.424,0.479,0.365,0.814,0.546,0.512,G
José Calderón,31-37,415,24.1,2.9,6.3,1.6,3.3,1.3,3.1,0.6,0.7,0.3,1.9,2.3,4.1,0.7,0.1,1.2,1.5,7.7,0.457,0.484,0.428,0.866,0.579,0.56,G
Nick Calathes,24-25,129,15.6,1.9,4.3,1.7,3.5,0.2,0.8,0.5,0.9,0.3,1.6,1.9,2.7,1.0,0.1,1.3,1.7,4.6,0.441,0.476,0.288,0.581,0.484,0.468,G
Bruno Caboclo,19-25,105,12.3,1.5,3.8,1.0,1.9,0.6,1.9,0.5,0.6,0.8,1.8,2.6,0.7,0.3,0.6,0.7,1.3,4.2,0.403,0.498,0.308,0.836,0.512,0.48,F-C
Will Bynum,30-32,128,18.3,3.5,7.8,3.1,6.7,0.3,1.1,1.6,2.0,0.4,1.2,1.6,3.6,0.7,0.1,1.8,2.0,8.9,0.447,0.472,0.299,0.801,0.513,0.469,G
Andrew Bynum,26,26,19.8,3.6,8.7,3.6,8.7,0.0,0.0,1.4,1.9,2.0,3.5,5.6,1.1,0.2,1.1,1.3,1.2,8.7,0.418,0.418,0.0,0.755,0.456,0.418,C
Dwight Buycks,24-28,49,14.2,2.3,5.8,1.8,4.3,0.6,1.5,1.1,1.2,0.4,1.2,1.6,1.7,0.6,0.0,1.2,1.1,6.3,0.402,0.413,0.37,0.883,0.496,0.449,G
Rasual Butler,34-36,171,13.5,1.9,4.3,1.1,2.3,0.8,2.0,0.4,0.6,0.2,1.5,1.7,0.6,0.3,0.3,0.4,0.8,4.9,0.435,0.483,0.382,0.742,0.543,0.525,F-G
Jimmy Butler,23-33,712,34.6,6.2,13.3,5.4,10.7,0.8,2.6,5.8,6.9,1.7,3.9,5.6,4.4,1.7,0.5,1.7,1.5,19.1,0.468,0.503,0.323,0.843,0.585,0.499,F-G
Caron Butler,32-35,229,22.3,3.1,7.5,1.7,3.9,1.4,3.6,0.9,1.0,0.4,2.5,2.9,1.1,0.7,0.1,0.8,1.7,8.4,0.41,0.436,0.382,0.853,0.528,0.501,F
Alec Burks,21-31,617,23.6,3.7,8.8,2.5,5.7,1.2,3.1,2.5,3.2,0.5,3.1,3.6,2.1,0.7,0.2,1.3,1.9,11.1,0.418,0.437,0.385,0.806,0.546,0.487,G
Trey Burke,21-29,498,20.9,3.7,9.0,2.6,5.7,1.1,3.3,1.1,1.3,0.3,1.4,1.8,3.1,0.6,0.1,1.1,1.3,9.6,0.41,0.448,0.345,0.81,0.5,0.473,G
Reggie Bullock,22-31,512,23.7,2.7,6.5,1.1,2.1,1.7,4.3,0.5,0.7,0.4,2.3,2.7,1.2,0.6,0.1,0.6,1.5,7.7,0.425,0.506,0.384,0.827,0.57,0.553,G-F
Chase Budinger,24-27,197,17.6,2.3,5.5,1.6,3.3,0.7,2.2,0.9,1.1,0.6,2.1,2.6,0.9,0.6,0.1,0.7,1.1,6.2,0.421,0.478,0.335,0.78,0.521,0.488,F
Thomas Bryant,20-25,229,19.7,4.0,6.8,3.5,5.4,0.5,1.4,1.5,2.0,1.5,4.2,5.7,1.1,0.3,0.8,0.8,1.8,10.1,0.598,0.659,0.366,0.757,0.661,0.636,C
Kobe Bryant,34-37,185,33.8,7.7,18.9,6.0,13.1,1.7,5.8,5.2,6.3,0.7,4.2,4.9,4.8,1.2,0.2,3.1,2.0,22.5,0.41,0.459,0.3,0.831,0.519,0.456,G-F
Jalen Brunson,22-26,345,26.7,5.4,11.0,4.2,7.8,1.2,3.1,2.2,2.8,0.5,2.7,3.1,4.2,0.6,0.1,1.4,1.8,14.3,0.493,0.536,0.386,0.812,0.585,0.548,G
Troy Brown Jr.,19-23,297,20.0,2.5,5.8,1.6,3.3,0.9,2.5,0.7,0.9,0.8,3.1,3.9,1.5,0.7,0.1,0.7,1.4,6.6,0.429,0.485,0.354,0.772,0.529,0.505,G-F
Sterling Brown,22-27,268,16.6,2.0,4.7,1.1,2.2,0.9,2.5,0.5,0.6,0.6,2.8,3.3,1.0,0.5,0.2,0.7,1.4,5.3,0.419,0.485,0.363,0.796,0.536,0.517,G
Shannon Brown,27-29,93,18.7,2.9,7.1,2.5,5.4,0.5,1.6,1.2,1.6,0.5,1.4,1.9,1.3,0.8,0.2,1.0,1.3,7.5,0.413,0.453,0.28,0.773,0.485,0.445,G
Moses Brown,20-23,128,12.4,2.1,3.8,2.1,3.8,0.0,0.0,1.2,2.2,2.0,3.3,5.2,0.1,0.3,0.6,0.6,1.5,5.5,0.571,0.571,0.0,0.565,0.585,0.571,C
Markel Brown,23-26,113,15.9,1.8,4.8,1.3,3.1,0.5,1.7,1.0,1.3,0.4,1.7,2.1,1.2,0.6,0.2,0.7,1.4,5.2,0.38,0.427,0.295,0.781,0.482,0.432,G
Kwame Brown,30,22,12.2,0.8,1.7,0.8,1.7,0.0,0.0,0.3,0.9,1.0,2.3,3.4,0.4,0.3,0.5,0.4,1.7,1.9,0.459,0.459,0.0,0.368,0.452,0.459,F
Jaylen Brown,20-26,470,29.7,6.7,14.1,4.8,8.9,1.9,5.1,2.6,3.6,0.9,4.3,5.2,2.2,1.0,0.4,2.0,2.5,17.9,0.477,0.541,0.365,0.723,0.572,0.543,F-G
Bruce Brown,22-26,349,24.6,3.4,7.0,2.8,5.3,0.6,1.7,1.2,1.7,1.1,3.1,4.2,2.4,0.9,0.6,1.1,2.4,8.5,0.482,0.528,0.341,0.749,0.555,0.524,G
Anthony Brown,23-25,41,18.6,1.4,4.3,0.7,1.9,0.7,2.4,0.4,0.5,0.4,2.1,2.5,0.7,0.5,0.1,0.5,1.2,3.9,0.328,0.38,0.286,0.85,0.433,0.407,F-G
MarShon Brooks,24-30,144,12.6,2.4,5.1,1.9,3.9,0.4,1.2,1.0,1.3,0.4,1.1,1.6,1.0,0.5,0.2,0.9,1.1,6.1,0.464,0.49,0.373,0.742,0.541,0.506,G-F
Dillon Brooks,22-27,345,28.7,5.4,13.1,3.8,8.2,1.7,4.9,2.0,2.5,0.7,2.4,3.1,2.1,0.9,0.3,1.6,3.3,14.5,0.416,0.459,0.342,0.795,0.512,0.479,F-G
Armoni Brooks,22-23,74,18.4,2.4,6.5,0.6,1.0,1.8,5.5,0.3,0.4,0.4,1.9,2.3,1.2,0.5,0.2,0.7,1.5,6.9,0.366,0.56,0.33,0.758,0.516,0.505,G
Aaron Brooks,28-33,373,17.8,2.8,6.8,1.8,4.1,1.1,2.8,1.0,1.2,0.4,1.2,1.5,2.5,0.5,0.2,1.3,1.8,7.7,0.414,0.44,0.377,0.819,0.522,0.491,G
Malcolm Brogdon,24-30,400,29.5,5.7,12.2,4.1,8.0,1.6,4.2,2.4,2.7,0.8,3.4,4.2,4.6,0.8,0.2,1.7,1.9,15.4,0.467,0.508,0.388,0.879,0.575,0.533,G
Oshae Brissett,21-24,172,19.2,2.4,5.9,1.5,3.1,1.0,2.8,1.6,2.2,1.2,3.0,4.2,0.8,0.6,0.4,0.6,1.4,7.4,0.412,0.474,0.344,0.719,0.541,0.495,F
Isaiah Briscoe,22,39,14.3,1.4,3.5,1.1,2.7,0.3,0.9,0.4,0.7,0.1,1.8,1.9,2.2,0.3,0.1,0.8,1.7,3.5,0.399,0.423,0.324,0.577,0.455,0.438,G
Miles Bridges,20-23,291,29.1,5.0,10.7,3.5,6.3,1.5,4.3,1.8,2.2,1.1,4.5,5.6,2.3,0.7,0.7,1.4,2.0,13.4,0.473,0.559,0.346,0.809,0.575,0.543,G-F
Mikal Bridges,22-26,392,32.2,4.9,9.8,3.3,5.8,1.5,4.0,1.9,2.2,0.9,3.1,4.0,2.3,1.3,0.6,1.0,2.0,13.1,0.495,0.578,0.376,0.857,0.609,0.573,F-G
Ronnie Brewer,27-28,84,12.1,0.9,2.5,0.6,1.5,0.3,1.0,0.2,0.5,0.5,1.3,1.8,0.7,0.6,0.1,0.2,0.4,2.2,0.343,0.38,0.286,0.39,0.403,0.399,G-F
Corey Brewer,26-33,515,22.1,3.2,7.5,2.6,5.0,0.7,2.4,1.4,2.0,0.7,1.9,2.6,1.4,1.2,0.3,1.1,2.0,8.5,0.433,0.509,0.277,0.723,0.514,0.478,F-G
Ignas Brazdeikis,21-23,64,13.1,1.9,4.6,1.3,2.6,0.6,1.9,0.5,0.8,0.6,1.3,1.9,0.9,0.2,0.1,0.5,1.1,5.0,0.416,0.491,0.315,0.686,0.504,0.483,F
Christian Braun,21,76,15.5,1.9,3.8,1.4,2.5,0.4,1.3,0.5,0.8,0.6,1.8,2.4,0.8,0.5,0.2,0.5,1.3,4.7,0.495,0.565,0.354,0.625,0.568,0.554,G
Malaki Branham,19,66,23.5,4.1,9.3,2.9,5.4,1.2,3.9,0.9,1.1,0.4,2.3,2.7,1.9,0.5,0.1,1.2,1.7,10.2,0.44,0.539,0.302,0.829,0.524,0.503,G
Elton Brand,33-36,198,18.4,2.4,4.9,2.4,4.9,0.0,0.0,0.7,1.1,1.3,3.5,4.8,0.9,0.6,1.1,0.7,2.4,5.6,0.489,0.492,0.0,0.671,0.514,0.489,F-C
Avery Bradley,22-31,565,29.4,4.8,11.1,3.3,7.0,1.5,4.1,0.9,1.2,0.6,2.4,3.1,1.8,1.1,0.2,1.4,2.3,11.9,0.431,0.469,0.365,0.787,0.516,0.498,G
Ky Bowman,22,45,22.6,3.0,7.1,2.2,4.8,0.7,2.4,0.8,0.9,0.5,2.2,2.7,2.9,1.0,0.2,1.6,2.3,7.4,0.417,0.472,0.308,0.829,0.494,0.469,G
James Bouknight,21-22,65,12.6,1.8,5.1,1.0,2.7,0.8,2.4,0.7,0.9,0.5,1.4,1.9,1.0,0.3,0.1,0.7,1.2,5.1,0.353,0.386,0.316,0.77,0.461,0.428,G
Chris Boucher,25-30,307,18.4,3.2,6.7,2.4,4.0,0.9,2.6,1.7,2.2,1.9,3.5,5.4,0.5,0.5,1.1,0.5,2.0,9.1,0.486,0.586,0.334,0.78,0.595,0.552,F
Brandon Boston Jr.,20-21,73,13.8,2.4,6.1,1.8,4.2,0.6,1.9,1.2,1.5,0.3,1.6,1.9,1.0,0.5,0.2,0.6,0.9,6.7,0.394,0.423,0.329,0.8,0.491,0.445,G-F
Chris Bosh,28-31,250,33.3,6.7,13.5,5.8,10.8,1.0,2.7,3.4,4.3,1.3,5.6,6.9,1.7,0.9,1.0,1.7,2.1,17.8,0.498,0.535,0.35,0.797,0.579,0.533,F-C
Carlos Boozer,31-33,226,28.2,6.0,12.7,6.0,12.7,0.0,0.0,1.9,2.7,1.9,6.5,8.3,1.7,0.7,0.3,1.9,2.8,14.0,0.476,0.476,0.0,0.717,0.505,0.476,F-C
Trevor Booker,25-30,417,20.5,2.9,5.8,2.8,5.2,0.2,0.6,0.9,1.5,1.9,3.7,5.6,1.2,0.7,0.5,1.1,1.9,7.0,0.51,0.533,0.305,0.635,0.545,0.525,F
Devin Booker,19-26,530,33.8,8.4,18.2,6.3,12.5,2.1,5.8,5.1,5.9,0.6,3.4,4.0,4.8,0.8,0.3,3.1,3.0,23.9,0.461,0.509,0.356,0.868,0.575,0.517,G
Isaac Bonga,19-22,143,13.1,1.1,2.5,0.8,1.6,0.3,0.9,0.6,0.8,0.7,1.5,2.2,0.8,0.5,0.3,0.6,1.7,3.1,0.432,0.506,0.3,0.759,0.533,0.486,G
Jonah Bolden,23-24,51,13.5,1.6,3.4,1.0,1.4,0.7,2.0,0.3,0.6,1.0,2.4,3.4,0.8,0.4,0.8,0.7,2.1,4.3,0.486,0.685,0.34,0.484,0.581,0.584,F
Bol Bol,20-23,123,14.9,2.6,4.8,2.2,3.6,0.4,1.2,0.8,1.1,0.6,3.2,3.8,0.7,0.3,0.8,1.1,1.0,6.3,0.533,0.615,0.293,0.739,0.595,0.57,F-C
Andrew Bogut,28-34,298,21.9,2.6,4.5,2.6,4.5,0.0,0.0,0.3,0.7,2.0,5.7,7.7,2.0,0.5,1.5,1.3,2.9,5.5,0.574,0.574,0.667,0.452,0.571,0.575,C
Bojan Bogdanović,25-33,662,29.3,5.4,11.7,3.3,6.4,2.1,5.3,2.7,3.2,0.5,3.1,3.6,1.7,0.6,0.1,1.7,1.6,15.6,0.46,0.515,0.394,0.865,0.595,0.549,G-F
Bogdan Bogdanović,25-30,370,28.5,5.2,11.8,2.8,5.6,2.4,6.2,1.4,1.7,0.5,2.9,3.4,3.3,1.0,0.2,1.4,2.1,14.2,0.44,0.499,0.387,0.823,0.565,0.542,G
Keith Bogans,32-33,80,18.3,1.4,3.6,0.3,0.5,1.1,3.1,0.2,0.3,0.2,1.3,1.5,1.0,0.4,0.1,0.6,1.4,4.0,0.383,0.615,0.347,0.7,0.54,0.533,G-F
Jaron Blossomgame,25,27,16.3,1.7,3.9,1.4,2.5,0.4,1.4,0.4,0.5,1.0,2.7,3.6,0.5,0.3,0.3,0.4,0.7,4.2,0.443,0.552,0.256,0.769,0.51,0.491,F
Eric Bledsoe,23-32,635,29.5,5.4,11.9,4.1,8.1,1.3,3.8,3.1,4.0,0.8,3.4,4.2,5.0,1.4,0.5,2.6,2.1,15.2,0.454,0.508,0.34,0.789,0.558,0.508,G
Andray Blatche,26-27,155,20.5,4.3,8.7,4.2,8.2,0.1,0.5,2.0,2.8,1.8,3.4,5.2,1.3,1.0,0.6,1.5,2.1,10.7,0.494,0.509,0.237,0.714,0.539,0.501,F
Antonio Blakeney,21-22,76,15.0,2.9,7.1,2.2,5.2,0.7,1.9,1.1,1.5,0.1,1.7,1.8,0.8,0.3,0.1,0.6,0.8,7.5,0.406,0.424,0.357,0.696,0.483,0.454,G
Steve Blake,32-35,239,21.7,1.9,5.0,0.8,1.8,1.2,3.1,0.4,0.6,0.2,1.9,2.2,4.1,0.6,0.1,1.5,1.5,5.5,0.388,0.415,0.373,0.755,0.523,0.506,G
DeJuan Blair,23-26,197,12.5,2.1,4.0,2.1,4.0,0.0,0.0,0.7,1.1,1.2,2.4,3.6,0.7,0.6,0.2,0.8,2.0,4.8,0.515,0.517,0.0,0.619,0.534,0.515,F-C
Tarik Black,23-26,220,15.1,2.0,3.6,2.0,3.6,0.0,0.1,0.9,1.5,1.8,2.9,4.7,0.5,0.4,0.5,0.7,2.3,4.9,0.55,0.557,0.143,0.582,0.569,0.551,C-F
Nemanja Bjelica,27-33,449,20.4,2.8,6.1,1.7,3.2,1.1,2.9,0.8,1.0,1.1,3.5,4.6,1.8,0.6,0.4,1.0,2.4,7.6,0.466,0.539,0.384,0.759,0.578,0.556,F
Bismack Biyombo,20-30,736,19.2,2.0,3.6,2.0,3.6,0.0,0.0,1.2,2.1,1.9,4.0,5.9,0.6,0.3,1.3,0.9,2.2,5.1,0.541,0.541,0.0,0.563,0.56,0.541,C-F
Khem Birch,25-30,282,17.1,1.9,3.7,1.9,3.4,0.0,0.2,1.1,1.6,1.9,2.5,4.4,1.0,0.5,0.5,0.5,1.6,5.0,0.52,0.544,0.2,0.698,0.57,0.527,C-F
Chauncey Billups,36-37,41,17.7,1.9,5.1,0.7,1.8,1.1,3.4,1.3,1.5,0.1,1.3,1.5,2.2,0.5,0.0,1.2,1.2,6.2,0.365,0.411,0.341,0.917,0.539,0.476,G
Saddiq Bey,21-23,229,29.4,4.7,11.6,2.4,5.1,2.3,6.5,2.4,2.8,1.1,3.8,4.9,1.9,0.9,0.2,1.0,1.6,14.1,0.406,0.464,0.361,0.844,0.55,0.507,F
Patrick Beverley,24-34,593,27.4,3.0,7.2,1.4,3.1,1.5,4.1,1.0,1.4,1.1,3.1,4.2,3.4,1.1,0.5,1.2,3.1,8.5,0.413,0.464,0.373,0.754,0.545,0.519,G
Dāvis Bertāns,24-30,432,18.2,2.5,6.0,0.7,1.3,1.9,4.7,0.9,1.0,0.3,2.2,2.5,1.0,0.4,0.4,0.5,1.7,7.8,0.425,0.526,0.398,0.86,0.609,0.582,F
Anthony Bennett,20-23,151,12.6,1.7,4.2,1.4,3.3,0.2,0.9,0.8,1.2,0.9,2.3,3.1,0.5,0.4,0.2,0.7,1.4,4.4,0.392,0.427,0.261,0.67,0.457,0.42,F
Dragan Bender,19-22,187,20.1,2.0,5.0,1.0,2.0,1.0,3.0,0.5,0.7,0.6,3.2,3.9,1.3,0.3,0.6,1.1,2.0,5.4,0.399,0.518,0.323,0.654,0.512,0.497,F
DeAndre' Bembry,22-27,296,19.2,2.4,5.1,2.1,3.9,0.4,1.3,0.7,1.1,0.6,2.6,3.2,1.8,1.0,0.4,1.2,1.8,5.9,0.474,0.537,0.283,0.611,0.525,0.509,F
Jordan Bell,23-27,161,12.0,1.6,2.9,1.6,2.8,0.0,0.1,0.5,0.7,1.0,2.1,3.1,1.2,0.4,0.8,0.7,1.2,3.7,0.552,0.567,0.2,0.636,0.572,0.556,F
Marco Belinelli,26-33,573,23.4,3.5,8.4,2.1,4.4,1.5,4.0,1.6,1.8,0.2,2.0,2.2,1.8,0.6,0.1,1.0,1.4,10.2,0.424,0.473,0.37,0.867,0.554,0.512,G-F
MarJon Beauchamp,22,52,13.5,1.8,4.7,0.9,1.9,0.9,2.7,0.5,0.7,0.7,1.5,2.2,0.7,0.4,0.1,0.9,1.4,5.1,0.395,0.485,0.331,0.73,0.513,0.492,G
Rodrigue Beaubois,24,45,12.2,1.4,3.9,1.0,2.3,0.5,1.6,0.7,0.8,0.2,1.1,1.3,1.9,0.4,0.1,0.7,1.2,4.0,0.369,0.423,0.292,0.789,0.47,0.429,G
Michael Beasley,24-30,330,18.5,4.2,8.8,3.8,7.6,0.4,1.2,1.3,1.8,0.8,3.1,4.0,1.2,0.5,0.5,1.5,1.8,10.1,0.477,0.498,0.341,0.76,0.53,0.5,F
Malik Beasley,20-26,417,21.9,4.0,9.4,1.8,3.6,2.2,5.8,0.7,0.9,0.4,2.3,2.7,1.3,0.6,0.1,0.8,1.2,10.8,0.422,0.491,0.378,0.808,0.554,0.538,G
Bradley Beal,19-29,695,34.7,8.1,17.6,5.9,11.7,2.2,5.9,3.8,4.6,0.9,3.2,4.1,4.3,1.1,0.4,2.5,2.2,22.1,0.46,0.503,0.372,0.823,0.564,0.522,G
Darius Bazley,19-22,228,23.6,3.3,8.1,2.3,4.8,1.0,3.3,1.4,2.1,0.8,4.5,5.3,1.2,0.6,0.7,1.2,1.0,9.1,0.411,0.48,0.31,0.673,0.504,0.474,F
Kent Bazemore,23-32,657,20.6,2.9,7.1,1.9,4.1,1.1,3.0,1.3,1.8,0.4,2.8,3.2,1.8,1.0,0.5,1.4,2.0,8.2,0.413,0.454,0.356,0.724,0.521,0.488,G-F
Aron Baynes,26-34,522,16.0,2.4,4.9,2.2,4.2,0.2,0.7,1.0,1.2,1.5,3.0,4.6,0.8,0.2,0.5,0.9,2.2,6.0,0.489,0.519,0.308,0.794,0.55,0.511,C
Jerryd Bayless,24-30,357,23.3,3.1,7.6,2.1,4.8,1.0,2.8,1.3,1.5,0.3,2.0,2.3,2.9,0.7,0.2,1.4,2.1,8.5,0.411,0.438,0.365,0.814,0.515,0.479,G
Nicolas Batum,24-34,738,31.2,3.8,8.9,2.1,4.2,1.7,4.7,1.5,1.8,0.9,4.5,5.4,4.1,1.0,0.6,1.8,1.6,10.9,0.429,0.501,0.363,0.832,0.559,0.524,F-G
Shane Battier,34-35,145,22.4,1.8,4.4,0.3,0.8,1.4,3.6,0.3,0.4,0.5,1.6,2.1,0.9,0.6,0.6,0.4,1.9,5.3,0.403,0.432,0.397,0.77,0.58,0.568,F
Keita Bates-Diop,23-27,230,17.0,2.4,5.1,1.9,3.5,0.5,1.6,1.1,1.5,0.8,2.4,3.2,0.9,0.5,0.3,0.6,0.9,6.5,0.48,0.545,0.339,0.749,0.569,0.533,F
Brandon Bass,27-31,363,23.0,3.5,6.9,3.4,6.8,0.0,0.1,1.9,2.3,1.6,3.1,4.7,1.0,0.5,0.6,0.9,1.9,8.9,0.505,0.51,0.267,0.84,0.565,0.508,F
Will Barton,22-32,679,25.2,4.2,9.7,2.8,6.0,1.3,3.7,1.6,2.0,0.7,3.4,4.1,2.7,0.7,0.4,1.4,1.5,11.2,0.43,0.477,0.355,0.787,0.532,0.498,G
RJ Barrett,19-22,271,33.6,6.5,15.3,4.8,10.5,1.6,4.8,3.5,4.9,0.9,4.5,5.4,2.8,0.7,0.3,2.1,2.3,18.1,0.422,0.459,0.343,0.709,0.517,0.476,G-F
Scottie Barnes,20-21,151,35.1,6.1,12.9,5.3,10.1,0.8,2.8,2.3,3.1,2.5,4.6,7.1,4.2,1.1,0.8,1.9,2.4,15.3,0.473,0.523,0.29,0.755,0.538,0.504,G-F
Matt Barnes,32-36,369,27.2,3.4,8.1,1.9,3.7,1.5,4.4,1.1,1.4,1.0,3.8,4.8,2.0,0.9,0.6,1.3,2.9,9.5,0.424,0.523,0.34,0.771,0.542,0.516,F
Harrison Barnes,20-30,829,31.9,5.0,11.1,3.7,7.4,1.4,3.6,2.8,3.4,1.0,4.0,5.0,1.8,0.7,0.2,1.2,1.6,14.2,0.455,0.492,0.378,0.811,0.566,0.517,F
Dominick Barlow,19,28,14.6,1.6,3.1,1.6,2.9,0.0,0.1,0.6,0.9,1.6,2.0,3.6,0.9,0.4,0.7,0.5,2.0,3.9,0.535,0.561,0.0,0.72,0.567,0.535,F
Andrea Bargnani,27-30,152,24.2,4.5,10.3,3.9,8.4,0.6,1.9,1.9,2.3,1.0,2.8,3.8,1.0,0.3,0.7,1.2,1.8,11.4,0.436,0.466,0.299,0.825,0.505,0.463,F-C
J.J. Barea,28-35,475,20.6,3.8,9.0,2.6,5.6,1.2,3.4,1.1,1.4,0.3,2.0,2.3,4.4,0.4,0.0,1.6,1.4,9.9,0.421,0.464,0.349,0.787,0.513,0.486,G
Leandro Barbosa,30-34,262,14.9,2.5,5.6,2.0,4.1,0.5,1.5,0.8,1.0,0.3,1.2,1.5,1.3,0.5,0.1,0.7,1.4,6.4,0.452,0.484,0.362,0.812,0.531,0.5,G
Desmond Bane,22-24,202,27.9,5.9,12.6,3.4,6.6,2.5,5.9,1.8,2.0,0.6,3.5,4.1,2.9,0.9,0.3,1.5,2.3,16.1,0.469,0.509,0.425,0.883,0.599,0.57,G
Paolo Banchero,20,72,33.8,6.7,15.6,5.5,11.6,1.2,4.0,5.5,7.4,1.2,5.7,6.9,3.7,0.8,0.5,2.8,2.2,20.0,0.427,0.471,0.298,0.738,0.529,0.465,F
