Rk,Player,ORB%,DRB%,AST%,STL%,BLK%,TOV%,USG%,From,To,Age,G,GS,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,Team,-9999
844,Feron Hunt,13.2,0.0,16.0,6.3,0.0,33.3,16.4,2021-22,2021-22,22,2,0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,4.5,0.0,4.5,4.5,4.5,0.0,4.5,4.5,0.0,.000,.000,,,.000,.000,F,NYK,huntfe01
845,Kris Humphries,10.2,23.5,6.5,1.1,2.4,10.6,18.1,2012-13,2016-17,27-31,307,89,5.2,11.4,4.9,10.3,0.4,1.1,2.9,3.6,3.2,7.5,10.7,1.5,0.7,1.1,1.5,3.7,13.7,.457,.474,.306,.785,.524,.472,F-C,ATLBOSBRKPHOWAS,humphkr01
846,Isaac Humphries,7.4,13.4,0.0,0.8,0.0,0.0,15.2,2018-19,2018-19,21,5,1,3.9,13.5,1.9,6.4,1.9,7.1,0.0,0.0,2.6,4.5,7.1,0.0,0.6,0.0,0.0,4.5,9.6,.286,.300,.273,,.357,.357,C,ATL,humphis01
847,Robbie Hummel,5.1,16.5,5.3,1.1,0.6,7.1,12.3,2013-14,2014-15,24-25,98,9,3.8,9.0,2.5,5.4,1.2,3.6,1.0,1.2,1.7,5.2,6.9,1.3,0.8,0.3,0.7,3.7,9.8,.418,.469,.343,.867,.514,.487,F,MIN,hummero01
848,Elijah Hughes,1.5,13.3,8.0,1.5,1.7,11.3,17.6,2020-21,2021-22,22-23,54,4,4.1,12.6,1.7,4.0,2.4,8.5,0.7,0.9,0.5,4.3,4.8,2.0,1.1,0.7,1.7,2.9,11.3,.328,.429,.280,.769,.437,.422,F,PORUTA,hugheel01
849,Jay Huff,7.0,16.8,13.1,1.7,3.7,14.6,15.5,2021-22,2022-23,23-24,11,0,4.7,8.8,2.8,4.4,1.9,4.4,4.7,5.0,2.2,5.6,7.8,3.4,1.3,1.6,1.9,5.0,16.0,.536,.643,.429,.938,.728,.643,F-C,LALWAS,huffja01
850,Josh Huestis,4.8,14.1,2.9,0.7,4.0,11.8,9.8,2015-16,2017-18,24-26,76,10,2.4,6.9,1.1,2.7,1.3,4.2,0.2,0.8,1.6,4.4,6.1,0.8,0.5,1.6,1.0,2.9,6.3,.346,.400,.312,.240,.433,.441,F,OKC,huestjo01
851,Kevin Huerter,2.2,10.6,15.0,1.5,1.0,10.9,17.5,2018-19,2022-23,20-24,349,291,5.6,12.6,2.9,5.7,2.7,7.0,1.0,1.3,0.7,3.5,4.2,3.8,1.2,0.4,1.6,2.9,14.9,.444,.515,.385,.766,.563,.550,G,ATLSAC,huertke01
852,Marcelo Huertas,1.9,9.5,33.2,1.6,0.6,23.7,16.5,2015-16,2016-17,32-33,76,1,4.0,9.7,3.3,7.1,0.7,2.6,1.2,1.5,0.7,3.1,3.7,7.6,1.2,0.3,3.2,3.0,9.8,.409,.468,.250,.783,.471,.443,G,LAL,huertma01
853,Lester Hudson,2.1,13.8,12.6,5.4,1.5,16.0,15.1,2014-15,2014-15,30,5,0,3.9,9.0,1.9,5.1,1.9,3.9,1.9,2.6,0.6,4.5,5.1,3.2,3.9,0.6,1.9,2.6,11.6,.429,.375,.500,.750,.571,.536,G,LAC,hudsole01
854,Trevor Hudgins,0.0,0.0,13.9,0.0,0.0,8.8,16.8,2022-23,2022-23,23,5,0,2.6,11.6,0.0,1.3,2.6,10.3,3.9,3.9,0.0,0.0,0.0,3.9,0.0,0.0,1.3,1.3,11.6,.222,.000,.250,1.000,.436,.333,G,HOU,hudgitr01
855,William Howard,0.0,16.3,9.1,0.0,0.0,20.0,15.9,2019-20,2019-20,26,2,0,0.0,11.1,0.0,0.0,0.0,11.1,0.0,0.0,0.0,5.5,5.5,2.8,0.0,0.0,2.8,2.8,0.0,.000,,.000,,.000,.000,F,HOU,howarwi01
856,Markus Howard,0.9,8.8,9.7,1.7,0.3,10.2,28.3,2020-21,2021-22,21-22,68,1,7.5,19.6,3.1,6.8,4.3,12.8,2.6,3.0,0.3,2.8,3.1,2.4,1.2,0.1,2.4,3.8,21.8,.382,.458,.341,.844,.522,.493,G,DEN,howarma02
857,Juwan Howard,0.0,18.3,19.8,0.0,0.0,17.1,22.0,2012-13,2012-13,39,7,2,7.1,13.4,7.1,13.4,0.0,0.0,0.7,0.7,0.0,5.6,5.6,4.2,0.0,0.0,2.8,6.4,14.8,.526,.526,,1.000,.540,.526,F,MIA,howarju01
858,Josh Howard,4.8,15.4,3.2,2.5,1.1,10.8,20.0,2012-13,2012-13,32,11,4,5.4,13.4,4.5,10.6,0.9,2.8,1.2,2.1,1.6,4.7,6.3,0.7,1.7,0.5,1.7,3.1,12.9,.403,.426,.313,.583,.450,.435,F-G,MIN,howarjo01
859,Dwight Howard,12.3,29.8,7.1,1.3,4.2,17.1,20.6,2012-13,2021-22,27-36,621,458,6.4,10.7,6.3,10.5,0.0,0.1,4.2,7.9,4.0,9.9,13.9,1.6,1.0,1.9,2.9,4.0,17.1,.600,.604,.300,.535,.604,.602,C,ATLCHOHOULALPHIWAS,howardw01
860,Caleb Houstan,4.7,9.1,4.9,0.7,0.8,8.7,11.0,2022-23,2022-23,20,51,4,2.9,8.1,0.9,2.0,2.0,6.0,0.7,0.8,1.5,2.9,4.4,1.3,0.5,0.3,0.8,2.8,8.6,.363,.435,.338,.833,.508,.489,G-F,ORL,houstca01
861,Danuel House Jr.,2.6,13.0,7.5,1.2,1.4,10.0,14.4,2016-17,2022-23,23-29,260,103,4.3,9.9,2.1,3.8,2.2,6.1,1.8,2.3,0.9,4.3,5.1,1.9,0.9,0.6,1.2,2.6,12.6,.433,.545,.362,.761,.574,.544,G,HOUNYKPHIPHOUTAWAS,houseda01
862,Talen Horton-Tucker,2.7,12.2,20.5,2.0,1.7,14.7,22.1,2019-20,2022-23,19-22,196,44,6.1,14.3,4.9,9.8,1.3,4.5,2.8,3.6,0.9,4.1,5.0,5.1,1.5,0.7,2.7,3.4,16.4,.431,.500,.280,.770,.515,.475,G-F,LALUTA,hortota01
863,Al Horford,6.0,19.9,18.6,1.3,3.2,10.4,19.1,2012-13,2022-23,26-36,696,690,6.5,13.0,5.3,9.7,1.2,3.3,1.4,1.9,1.9,6.6,8.5,4.2,0.9,1.4,1.6,2.2,15.7,.503,.547,.375,.757,.569,.551,C-F,ATLBOSOKCPHI,horfoal01
864,Scotty Hopson,0.0,3.2,12.3,1.6,0.0,21.8,18.4,2013-14,2021-22,24-32,4,0,2.2,9.8,2.2,6.5,0.0,3.3,2.2,4.4,0.0,1.1,1.1,3.3,1.1,0.0,3.3,1.1,6.5,.222,.333,.000,.500,.279,.222,G,CLEDALOKC,hopsosc01
865,Rodney Hood,1.6,10.3,10.7,1.4,0.6,8.9,19.6,2014-15,2021-22,22-29,448,253,5.5,13.2,3.4,7.4,2.1,5.8,2.1,2.5,0.5,3.3,3.8,2.4,1.0,0.3,1.4,2.8,15.3,.420,.462,.366,.841,.535,.500,G-F,CLELACMILPORTORUTA,hoodro01
866,Tyler Honeycutt,10.5,25.8,9.1,0.0,2.4,29.6,23.4,2012-13,2012-13,22,9,0,3.4,12.4,3.4,10.1,0.0,2.3,2.3,2.3,3.4,7.9,11.3,2.3,0.0,1.1,5.6,2.3,9.0,.273,.333,.000,1.000,.337,.273,F,SAC,honeyty01
867,Richaun Holmes,9.5,20.6,7.7,1.3,4.2,11.1,17.0,2015-16,2022-23,22-29,418,161,6.7,11.1,6.5,10.3,0.2,0.8,2.6,3.5,3.1,6.6,9.8,1.8,1.0,1.8,1.6,4.7,16.3,.606,.630,.273,.747,.643,.615,C-F,PHIPHOSAC,holmeri01
868,Rondae Hollis-Jefferson,7.0,19.5,13.1,2.0,1.9,12.8,19.4,2015-16,2020-21,21-26,305,154,5.3,11.9,5.1,10.8,0.2,1.1,3.8,5.1,2.3,6.6,9.0,3.1,1.5,0.9,2.1,3.3,14.7,.449,.473,.212,.735,.518,.458,F,BRKPORTOR,holliro01
869,Ryan Hollins,9.3,14.7,3.2,0.7,4.2,21.2,12.6,2012-13,2015-16,28-31,204,21,4.0,6.1,4.0,6.1,0.0,0.0,2.8,4.2,2.9,4.7,7.6,0.8,0.5,1.8,2.1,6.1,10.7,.648,.648,,.658,.672,.648,C,LACMEMSACWAS,holliry01
870,John Holland,3.9,11.4,3.9,2.0,1.0,11.0,18.4,2017-18,2018-19,29-30,25,0,3.5,12.1,1.2,4.7,2.3,7.4,1.9,2.7,1.2,3.7,4.9,1.0,1.4,0.4,1.6,2.1,11.1,.288,.261,.306,.692,.417,.381,G-F,CLE,hollajo02
871,Justin Holiday,1.7,11.3,8.5,1.9,1.6,9.8,15.8,2012-13,2022-23,23-33,622,287,4.4,11.1,1.9,4.3,2.5,6.8,1.3,1.6,0.5,3.7,4.3,2.2,1.4,0.7,1.3,2.5,12.6,.397,.453,.363,.817,.534,.509,F,ATLCHIDALGSWINDMEMNYKPHISAC,holidju01
872,Jrue Holiday,3.1,10.7,32.4,2.2,1.4,14.9,24.6,2012-13,2022-23,22-32,686,627,7.5,16.0,5.7,11.3,1.7,4.8,2.4,3.0,1.0,3.6,4.6,7.4,1.6,0.6,3.1,2.3,19.1,.467,.511,.364,.779,.549,.521,G,MILNOPPHI,holidjr01
873,Aaron Holiday,1.9,8.5,17.3,1.8,1.0,13.2,18.4,2018-19,2022-23,22-26,308,62,5.1,12.3,3.3,7.5,1.8,4.9,1.8,2.2,0.6,2.8,3.4,4.6,1.4,0.4,2.0,3.1,13.9,.413,.436,.377,.841,.521,.488,G,ATLINDPHOWAS,holidaa01
874,Jaylen Hoard,10.1,18.3,10.5,1.7,1.4,10.8,17.3,2019-20,2021-22,20-22,39,5,5.6,11.4,5.1,9.3,0.5,2.1,2.3,3.7,3.5,6.3,9.8,2.4,1.3,0.5,1.6,2.4,14.0,.490,.550,.231,.618,.536,.512,F,OKCPOR,hoardja01
875,Nate Hinton,1.2,9.2,12.1,3.6,2.0,11.2,24.8,2020-21,2021-22,21-22,23,0,5.7,16.3,4.2,9.1,1.5,7.2,2.7,3.8,0.4,3.0,3.4,3.0,2.7,0.8,2.3,3.0,15.5,.349,.458,.211,.700,.432,.395,G,DALIND,hintona01
876,Kirk Hinrich,1.4,8.4,21.0,1.8,0.8,16.1,14.9,2012-13,2015-16,32-35,245,150,3.5,9.1,2.1,5.3,1.4,3.8,1.3,1.7,0.4,2.7,3.2,4.8,1.2,0.4,1.9,3.5,9.6,.382,.396,.364,.744,.488,.459,G,ATLCHI,hinriki01
877,Darrun Hilliard,0.9,10.3,12.0,1.3,0.3,14.2,18.4,2015-16,2017-18,22-24,91,3,4.4,11.6,3.1,7.3,1.3,4.3,2.3,3.1,0.3,3.3,3.6,3.0,0.9,0.1,2.1,3.1,12.4,.377,.420,.304,.747,.477,.433,G,DETSAS,hillida01
878,Solomon Hill,3.3,12.3,9.5,1.6,0.9,13.6,12.6,2013-14,2021-22,22-30,448,189,3.1,8.1,1.8,4.0,1.4,4.1,1.5,1.9,1.1,4.1,5.2,2.5,1.1,0.4,1.4,2.9,9.1,.388,.445,.331,.797,.511,.471,F,ATLINDMEMMIANOP,hillso01
879,Malcolm Hill,5.6,13.6,4.8,1.6,1.2,4.6,13.0,2021-22,2022-23,26-27,24,0,4.2,9.1,2.0,2.8,2.3,6.4,1.8,2.3,1.8,4.4,6.2,1.3,1.1,0.5,0.5,4.1,12.5,.464,.706,.359,.786,.619,.589,F,ATLCHI,hillma01
880,Jordan Hill,12.3,22.6,8.0,1.0,2.4,11.9,20.9,2012-13,2016-17,25-29,251,101,6.7,13.5,6.7,13.4,0.0,0.1,2.5,3.6,4.1,7.4,11.5,1.7,0.7,1.1,2.0,3.7,15.9,.498,.500,.200,.706,.530,.499,C-F,INDLALMIN,hilljo01
881,Grant Hill,1.7,11.5,8.3,1.3,1.3,18.7,14.0,2012-13,2012-13,40,29,0,3.1,8.1,2.9,7.2,0.2,0.9,1.2,2.0,0.5,3.5,4.0,2.1,0.9,0.6,2.1,3.2,7.7,.388,.402,.273,.583,.428,.403,F-G,LAC,hillgr01
882,George Hill,2.6,9.8,18.6,1.7,0.7,11.5,16.8,2012-13,2022-23,26-36,634,420,5.0,10.8,3.3,6.3,1.7,4.5,2.3,2.8,0.8,3.3,4.1,4.3,1.2,0.3,1.6,2.3,13.9,.459,.515,.381,.805,.577,.538,G,CLEINDMILOKCPHISACUTA,hillge01
883,Nenê,6.4,18.5,13.4,2.0,1.9,14.2,21.3,2012-13,2018-19,30-36,399,169,6.5,12.4,6.5,12.3,0.0,0.1,3.4,5.4,2.1,5.9,8.0,2.9,1.4,0.8,2.4,4.4,16.4,.527,.530,.179,.625,.557,.528,F-C,HOUWAS,hilarne01
884,Haywood Highsmith,6.5,15.5,6.1,1.7,1.7,14.6,12.7,2018-19,2022-23,22-26,78,12,3.5,8.4,2.0,4.0,1.4,4.4,0.5,1.1,2.1,4.7,6.7,1.6,1.2,0.6,1.5,2.9,8.8,.415,.508,.331,.429,.501,.502,F,MIAPHI,highsha01
885,Cory Higgins,3.5,7.4,29.8,4.9,0.0,0.0,28.3,2012-13,2012-13,23,6,0,6.8,21.4,5.6,15.8,1.1,5.6,1.1,2.3,1.1,2.3,3.4,5.6,3.4,0.0,0.0,5.6,15.8,.316,.357,.200,.500,.352,.342,G,CHA,higgico01
886,Buddy Hield,2.8,13.8,13.2,1.4,0.9,11.1,23.1,2016-17,2022-23,24-30,548,369,7.1,16.4,3.3,6.9,3.8,9.4,1.6,1.9,0.9,4.4,5.4,3.1,1.1,0.4,2.1,2.6,19.6,.434,.477,.402,.858,.570,.550,G-F,INDNOPSAC,hieldbu01
887,J.J. Hickson,12.1,26.0,7.2,1.2,1.9,14.1,20.3,2012-13,2015-16,24-27,257,149,6.3,12.0,6.3,11.9,0.0,0.1,2.9,5.1,3.9,8.3,12.2,1.6,0.9,0.9,2.4,3.1,15.5,.521,.524,.000,.573,.542,.521,F-C,DENPORWAS,hicksjj01
888,Isaiah Hicks,4.8,14.6,9.5,0.5,2.2,15.9,17.2,2017-18,2018-19,23-24,21,0,4.9,10.6,4.6,9.4,0.3,1.2,2.1,3.0,1.6,4.8,6.4,2.4,0.4,0.9,2.3,6.6,12.2,.463,.493,.222,.696,.510,.475,F,NYK,hicksis01
889,Roy Hibbert,10.3,17.2,7.4,0.7,5.6,13.8,18.8,2012-13,2016-17,26-30,365,330,5.1,11.3,5.1,11.3,0.0,0.1,2.8,3.6,3.3,5.7,9.0,1.6,0.5,2.6,2.1,4.4,13.0,.449,.450,.231,.784,.504,.450,C,CHODENINDLAL,hibbero01
890,Mario Hezonja,2.6,15.7,10.2,1.9,1.1,14.3,18.5,2015-16,2019-20,20-24,330,69,5.0,12.1,3.5,7.2,1.6,4.9,1.8,2.3,0.9,5.2,6.0,2.4,1.4,0.5,2.2,3.2,13.5,.417,.484,.319,.812,.516,.482,F-G,NYKORLPOR,hezonma01
891,Kevin Hervey,2.2,22.7,13.9,0.9,1.7,0.0,22.8,2019-20,2019-20,23,10,0,4.8,18.7,2.8,4.8,2.1,13.8,0.0,0.0,0.7,7.6,8.3,3.5,0.7,0.7,0.0,2.8,11.8,.259,.571,.150,,.315,.315,F,OKC,herveke01
892,Tyler Herro,1.5,16.2,18.3,1.1,0.7,11.9,25.4,2019-20,2022-23,20-23,242,100,7.4,16.8,4.5,9.4,2.8,7.4,2.6,2.9,0.5,5.1,5.6,4.0,0.8,0.2,2.5,1.6,20.2,.439,.484,.383,.875,.557,.524,G,MIA,herroty01
893,Willy Hernangómez,14.9,27.3,11.0,1.4,2.3,13.8,21.0,2016-17,2022-23,22-28,344,48,6.8,12.8,6.6,11.9,0.3,0.8,3.8,5.3,5.0,8.9,13.9,2.5,1.0,0.9,2.4,4.0,17.6,.533,.549,.306,.713,.584,.543,C,CHONOPNYK,hernawi01
894,Juancho Hernangómez,5.5,18.2,5.5,1.2,1.2,9.7,13.9,2016-17,2022-23,21-27,339,76,4.0,9.4,2.2,4.1,1.8,5.3,1.8,2.7,1.8,5.9,7.7,1.5,0.9,0.5,1.1,2.5,11.7,.428,.538,.342,.676,.551,.524,F,BOSDENMINSASTORUTA,hernaju01
895,Dewan Hernandez,19.3,33.2,16.4,1.7,0.0,15.6,29.3,2019-20,2019-20,23,6,0,6.4,18.0,5.1,15.4,1.3,2.6,3.9,6.4,6.4,11.6,18.0,3.9,1.3,0.0,3.9,7.7,18.0,.357,.333,.500,.600,.432,.393,F,TOR,hernade01
896,John Henson,10.4,20.5,9.1,1.2,6.2,14.0,18.1,2012-13,2019-20,22-29,445,160,5.9,10.9,5.8,10.6,0.1,0.3,2.0,3.5,3.3,6.4,9.7,2.0,0.9,2.6,2.0,4.1,13.9,.540,.549,.250,.568,.557,.544,C-F,CLEDETMIL,hensojo01
897,Xavier Henry,3.3,11.2,6.4,2.0,0.6,12.3,20.4,2012-13,2014-15,21-23,102,7,4.7,11.5,4.0,9.5,0.7,2.0,4.2,6.5,1.1,3.6,4.6,1.5,1.4,0.3,2.0,3.5,14.4,.410,.424,.348,.642,.499,.441,G,LALNOH,henryxa01
898,Myke Henry,3.0,8.8,8.9,4.1,1.5,14.4,15.7,2017-18,2017-18,25,20,0,3.9,10.4,2.1,4.9,1.8,5.5,0.6,1.0,1.0,2.7,3.6,2.1,3.0,0.6,1.8,2.7,10.2,.376,.431,.328,.600,.472,.463,F,MEM,henrymy01
899,Aaron Henry,0.0,6.5,0.0,0.0,10.6,28.6,18.5,2021-22,2021-22,22,6,0,2.1,10.6,2.1,8.5,0.0,2.1,0.0,0.0,0.0,2.1,2.1,0.0,0.0,4.2,4.2,4.2,4.2,.200,.250,.000,,.200,.200,F,PHI,henryaa01
900,Gerald Henderson,2.0,11.8,13.2,1.3,1.0,9.8,21.1,2012-13,2016-17,25-29,369,248,5.8,13.4,5.0,11.0,0.8,2.4,3.3,4.1,0.7,3.8,4.4,2.8,0.9,0.4,1.7,2.4,15.8,.436,.456,.344,.802,.520,.467,G,CHACHOPHIPOR,hendege02
901,Reggie Hearn,0.0,0.0,0.0,0.0,0.0,0.0,12.7,2017-18,2017-18,26,3,0,5.1,10.3,0.0,0.0,5.1,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,.500,,.500,,.750,.750,G,DET,hearnre01
902,Brendan Haywood,11.4,17.2,3.8,0.7,3.7,17.6,12.1,2012-13,2014-15,33-35,83,18,3.0,6.9,3.0,6.9,0.0,0.0,1.0,2.2,3.7,5.3,9.0,0.9,0.5,1.7,1.7,4.0,7.1,.435,.437,.000,.468,.447,.435,C,CHACLE,haywobr01
903,Lazar Hayward,0.0,15.2,14.2,3.3,0.0,0.0,18.3,2012-13,2012-13,26,4,0,2.3,11.6,2.3,7.0,0.0,4.6,7.0,7.0,0.0,4.6,4.6,3.5,2.3,0.0,0.0,3.5,11.6,.200,.333,.000,1.000,.396,.200,F,MIN,haywala01
904,Gordon Hayward,2.6,14.1,19.3,1.7,1.0,12.2,23.4,2012-13,2022-23,22-32,646,546,6.5,14.4,4.8,9.8,1.7,4.6,4.0,4.9,0.8,4.5,5.4,4.2,1.2,0.4,2.3,1.9,18.7,.454,.494,.367,.828,.568,.512,F-G,BOSCHOUTA,haywago01
905,Nigel Hayes,3.6,17.5,6.7,0.8,2.3,5.5,13.3,2017-18,2017-18,23,9,0,3.2,9.7,2.1,5.0,1.2,4.7,0.3,0.9,1.2,5.3,6.5,1.8,0.6,0.9,0.6,2.4,8.0,.333,.412,.250,.333,.393,.394,F,LALSACTOR,hayesni01
906,Killian Hayes,1.6,11.0,29.1,2.3,1.5,19.0,18.5,2020-21,2022-23,19-21,168,114,4.5,11.9,3.3,7.6,1.2,4.2,1.3,1.6,0.6,3.5,4.0,7.1,1.7,0.6,3.0,3.7,11.4,.376,.432,.274,.803,.452,.424,G,DET,hayeski01
907,Jaxson Hayes,9.2,16.9,5.9,1.2,3.8,11.6,15.9,2019-20,2022-23,19-22,241,47,6.0,9.7,5.8,8.8,0.3,0.9,3.7,5.2,3.0,5.5,8.6,1.5,0.9,1.5,1.6,4.3,16.1,.622,.657,.288,.719,.670,.636,F,NOP,hayesja02
908,Chuck Hayes,10.1,19.2,10.8,1.7,1.2,17.8,9.9,2012-13,2015-16,29-32,166,2,2.6,5.9,2.6,5.9,0.0,0.0,0.9,1.4,3.2,5.9,9.1,2.7,1.2,0.5,1.4,4.0,6.2,.443,.445,.000,.674,.473,.443,F-C,HOUSACTOR,hayesch01
909,Spencer Hawes,5.9,22.0,14.3,0.8,3.3,14.0,19.4,2012-13,2016-17,24-28,346,140,5.5,12.4,4.3,8.9,1.3,3.5,1.8,2.3,2.0,7.0,9.0,3.2,0.6,1.5,2.2,3.8,14.1,.446,.476,.367,.775,.526,.497,C-F,CHOCLELACMILPHI,hawessp01
910,Sam Hauser,3.1,14.3,7.7,1.0,1.4,6.6,14.7,2021-22,2022-23,24-25,106,8,5.0,11.1,1.1,1.7,4.0,9.4,0.3,0.4,1.0,4.8,5.8,2.0,0.7,0.6,0.8,2.6,14.3,.455,.657,.420,.706,.636,.633,F,BOS,hausesa01
911,Udonis Haslem,8.1,24.3,5.1,1.0,1.1,12.7,13.1,2012-13,2022-23,32-42,285,105,3.7,8.0,3.6,7.4,0.1,0.5,1.3,1.9,2.3,7.5,9.8,1.2,0.7,0.5,1.3,4.3,8.7,.461,.484,.155,.678,.496,.467,F-C,MIA,hasleud01
912,Isaiah Hartenstein,12.4,20.8,13.3,1.7,4.7,16.7,14.9,2018-19,2022-23,20-24,247,12,5.2,9.0,5.0,8.2,0.2,0.8,2.0,2.9,4.1,6.9,11.0,3.2,1.3,1.9,2.1,5.4,12.6,.578,.604,.310,.680,.614,.592,F,CLEDENHOULACNYK,harteis01
913,Josh Hart,4.1,19.7,11.9,1.6,1.0,12.8,14.5,2017-18,2022-23,22-27,372,170,4.5,9.6,2.8,4.8,1.7,4.8,1.9,2.6,1.4,6.5,7.8,3.1,1.2,0.4,1.6,3.0,12.5,.465,.578,.350,.741,.583,.552,G,LALNOPNYKPOR,hartjo01
914,Shaquille Harrison,2.8,14.8,15.8,3.1,2.1,11.3,16.6,2017-18,2022-23,24-29,180,23,4.7,10.8,4.0,8.4,0.7,2.4,2.3,3.2,0.9,4.8,5.7,3.9,2.3,0.8,1.6,3.5,12.4,.435,.478,.281,.718,.506,.466,G,BRKCHIDENPHOPORUTA,harrish01
915,Andrew Harrison,1.9,9.3,20.4,1.6,1.5,15.0,17.8,2016-17,2018-19,22-24,145,64,3.8,10.1,2.6,6.3,1.1,3.9,3.5,4.5,0.6,2.8,3.5,4.8,1.1,0.6,2.1,4.4,12.2,.373,.422,.294,.779,.503,.429,G,CLEMEMNOP,harrian01
916,Aaron Harrison,2.5,11.2,6.5,2.2,0.5,6.2,14.9,2015-16,2017-18,21-23,35,3,2.5,9.7,1.3,3.9,1.3,5.8,2.0,3.3,0.8,3.6,4.4,1.7,1.6,0.2,0.7,4.1,8.3,.261,.324,.218,.613,.374,.326,G,CHODAL,harriaa01
917,Tobias Harris,3.5,18.2,11.8,1.2,1.4,8.9,21.9,2012-13,2022-23,20-30,785,698,7.1,14.9,5.5,10.6,1.6,4.3,2.8,3.3,1.1,5.9,7.0,2.7,0.9,0.6,1.6,2.3,18.6,.478,.521,.370,.831,.568,.531,F,DETLACMILORLPHI,harrito02
918,Terrel Harris,3.8,19.3,9.0,0.8,1.8,35.1,16.6,2012-13,2012-13,25,20,0,1.1,7.1,1.1,5.0,0.0,2.1,1.8,2.6,1.1,5.8,6.8,2.4,0.5,0.8,4.5,4.5,3.9,.148,.211,.000,.700,.239,.148,G,MIANOH,harrite01
919,Mike Harris,7.4,9.5,3.6,3.7,2.4,13.1,17.1,2013-14,2013-14,30,20,0,4.6,9.8,4.6,9.4,0.0,0.3,4.2,4.3,2.4,2.9,5.3,0.8,2.6,1.1,1.8,5.8,13.4,.475,.492,.000,.963,.576,.475,F,UTA,harrimi01
920,Manny Harris,5.3,17.6,9.9,0.9,0.3,10.7,22.3,2013-14,2016-17,24-27,13,0,5.4,14.9,4.2,11.1,1.2,3.9,2.1,2.8,1.8,5.8,7.6,2.3,0.7,0.2,1.9,1.9,14.2,.365,.381,.318,.750,.440,.406,G,DALLAL,harrima01
921,Kevon Harris,6.9,10.4,4.7,1.8,1.1,14.4,13.7,2022-23,2022-23,25,34,0,3.7,8.4,2.4,5.0,1.3,3.4,2.4,3.2,2.2,3.3,5.5,1.3,1.3,0.4,1.7,4.2,11.1,.439,.484,.372,.756,.564,.514,G,ORL,harrike01
922,Joe Harris,2.3,10.8,9.5,0.9,0.6,11.2,16.4,2014-15,2022-23,23-31,488,283,5.6,11.6,2.6,4.7,3.0,6.9,1.1,1.4,0.8,3.7,4.5,2.3,0.7,0.3,1.5,2.9,15.3,.480,.543,.437,.772,.624,.610,G,BRKCLE,harrijo01
923,Jalen Harris,1.9,9.9,16.0,2.3,0.0,15.6,22.6,2020-21,2020-21,22,13,2,7.5,15.1,4.0,7.5,3.6,7.5,1.5,1.9,0.6,3.1,3.8,3.6,1.7,0.0,2.9,3.1,20.1,.500,.528,.472,.778,.632,.618,G,TOR,harrija01
924,Gary Harris,2.3,7.2,10.3,2.0,0.7,10.0,17.3,2014-15,2022-23,20-28,516,416,5.4,12.0,3.4,6.7,2.0,5.3,1.8,2.2,0.7,2.3,3.1,2.5,1.5,0.3,1.4,2.3,14.5,.448,.510,.370,.815,.560,.530,G,DENORL,harriga01
925,Elias Harris,9.7,0.0,11.4,4.4,0.0,0.0,4.0,2013-14,2013-14,24,2,0,0.0,3.3,0.0,3.3,0.0,0.0,0.0,0.0,3.3,0.0,3.3,3.3,3.3,0.0,0.0,0.0,0.0,.000,.000,,,.000,.000,F,LAL,harriel01
926,Devin Harris,1.0,9.9,19.7,2.1,0.7,13.3,19.1,2012-13,2018-19,29-35,442,40,4.7,11.3,2.8,5.7,1.9,5.6,3.3,4.2,0.3,3.1,3.5,4.7,1.5,0.3,2.0,3.5,14.5,.413,.491,.334,.785,.551,.496,G,ATLDALDEN,harride01
927,Al Harrington,3.8,15.9,9.6,1.5,0.1,12.7,23.1,2012-13,2013-14,32-33,44,0,5.8,15.1,3.4,7.7,2.4,7.4,1.7,2.2,1.2,4.9,6.1,2.2,1.0,0.1,2.3,5.1,15.8,.386,.448,.323,.769,.491,.466,F,ORLWAS,harrial01
928,Josh Harrellson,10.1,16.5,6.3,1.0,3.7,12.0,13.5,2012-13,2013-14,23-24,38,0,4.3,9.4,3.0,5.7,1.3,3.7,0.6,0.9,3.4,5.2,8.6,1.6,0.7,1.7,1.3,5.0,10.7,.462,.527,.361,.667,.542,.533,C,DETMIA,harrejo01
929,Montrezl Harrell,9.8,16.8,10.5,1.2,3.2,10.2,21.9,2015-16,2022-23,22-29,515,36,8.6,13.8,8.5,13.5,0.0,0.3,4.1,6.2,3.2,5.7,8.8,2.3,0.9,1.4,1.9,3.6,21.2,.619,.629,.108,.664,.642,.620,F-C,CHOHOULACLALPHIWAS,harremo01
930,Ron Harper Jr.,6.6,10.2,11.9,0.0,2.0,0.0,14.6,2022-23,2022-23,22,9,0,6.0,12.0,3.7,5.2,2.3,6.8,0.7,0.7,2.3,3.0,5.2,3.0,0.0,0.7,0.0,2.3,15.0,.500,.714,.333,1.000,.608,.594,G-F,TOR,harpero02
