Rk,Player,From,To,Age,G,GS,AS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,Team,-9999
333,Ray Felix,1953-54,1961-62,23-31,637,,1,23.8,3.8,9.2,3.8,9.2,,,3.4,5.0,,,8.9,0.7,,,,3.8,10.9,.412,.412,,.678,.481,.412,C,BLBLALMNLNYK,felixra01
334,Patrick Ewing,1985-86,2001-02,23-39,1183,1122,11,34.3,8.2,16.3,8.2,16.2,0.0,0.1,4.6,6.2,2.3,7.5,9.8,1.9,1.0,2.4,3.0,3.4,21.0,.504,.507,.152,.740,.553,.505,C-F,NYKORLSEA,ewingpa01
335,Julius Erving,1976-77,1986-87,26-36,836,823,11,34.3,8.7,17.1,8.6,16.9,0.1,0.2,4.6,5.9,2.5,4.2,6.7,3.9,1.8,1.5,2.8,2.7,22.0,.507,.510,.261,.777,.558,.509,F-G,PHI,ervinju01
336,Alex English,1976-77,1990-91,23-37,1193,753,8,31.9,8.9,17.6,8.9,17.6,0.0,0.1,3.6,4.3,2.3,3.2,5.5,3.6,0.9,0.7,2.4,2.5,21.5,.507,.508,.217,.832,.550,.507,F,DALDENINDMIL,englial01
337,Wayne Embry,1958-59,1968-69,21-31,831,,5,26.2,4.8,10.9,4.8,10.9,,,2.9,4.5,,,9.1,1.4,,,,3.4,12.5,.440,.440,,.640,.484,.440,C-F,BOSCINMIL,embrywa01
338,Joel Embiid,2016-17,2022-23,22-28,390,390,6,31.8,8.9,17.9,7.8,14.4,1.2,3.4,8.2,10.0,2.2,8.9,11.2,3.4,0.9,1.7,3.4,3.1,27.2,.499,.538,.338,.819,.610,.532,C,PHI,embiijo01
339,Dale Ellis,1983-84,1999-00,23-39,1209,589,1,28.8,6.1,12.6,4.6,9.1,1.4,3.5,2.2,2.8,1.3,2.2,3.5,1.4,0.8,0.2,1.5,2.1,15.7,.479,.509,.403,.784,.567,.536,G-F,CHHDALDENMILSASSEA,ellisda01
340,Sean Elliott,1989-90,2000-01,21-32,742,712,2,33.0,5.2,11.2,4.4,9.1,0.8,2.1,3.0,3.8,1.1,3.2,4.3,2.6,0.8,0.4,1.8,2.2,14.2,.465,.486,.375,.799,.553,.500,F,DETSAS,elliose01
341,Anthony Edwards,2020-21,2022-23,19-21,218,201,1,34.2,7.9,17.8,5.2,10.2,2.7,7.6,3.3,4.3,0.7,4.3,5.1,3.7,1.4,0.6,2.7,2.2,21.7,.441,.507,.352,.772,.551,.516,G,MIN,edwaran01
342,Dike Eddleman,1949-50,1952-53,27-30,267,,2,13.0,4.6,13.2,4.6,13.2,,,2.8,4.4,,,3.4,2.1,,,,3.6,12.1,.352,.352,,.630,.399,.352,F-G,FTWMLHTRI,eddledi01
343,Mark Eaton,1982-83,1992-93,26-36,875,815,1,28.8,2.4,5.2,2.4,5.2,0.0,0.0,1.2,1.9,2.1,5.8,7.9,1.0,0.4,3.5,1.5,3.4,6.0,.458,.458,.000,.649,.496,.458,C,UTA,eatonma01
344,Kevin Durant,2007-08,2022-23,19-34,982,979,13,36.7,9.3,18.7,7.4,13.8,1.9,4.9,6.7,7.6,0.7,6.4,7.1,4.3,1.1,1.1,3.2,1.9,27.3,.499,.539,.384,.886,.618,.549,F-G,BRKGSWOKCPHOSEA,duranke01
345,Tim Duncan,1997-98,2015-16,21-39,1392,1389,15,34.0,7.4,14.6,7.4,14.5,0.0,0.1,4.2,6.1,2.8,8.1,10.8,3.0,0.7,2.2,2.4,2.4,19.0,.506,.509,.179,.696,.551,.507,F-C,SAS,duncati01
346,Joe Dumars,1985-86,1998-99,22-35,1018,944,6,34.5,5.9,12.8,4.9,10.2,1.0,2.5,3.4,4.0,0.7,1.5,2.2,4.5,0.9,0.1,2.0,1.8,16.1,.460,.480,.382,.843,.554,.498,G,DET,dumarjo01
347,Walter Dukes,1955-56,1962-63,25-32,553,,2,26.5,3.5,9.4,3.5,9.4,,,3.5,5.0,,,11.3,1.1,,,,4.1,10.4,.369,.369,,.700,.451,.369,C,DETMNLNYK,dukeswa01
348,Kevin Duckworth,1986-87,1996-97,22-32,684,527,2,25.5,4.7,10.0,4.7,10.0,0.0,0.0,2.4,3.3,2.0,3.8,5.8,0.9,0.5,0.5,1.8,3.2,11.8,.468,.469,.208,.736,.515,.468,C,LACMILPORSASWSB,duckwke01
349,Andre Drummond,2012-13,2022-23,19-29,780,630,2,28.3,5.6,10.3,5.6,10.1,0.0,0.2,2.1,4.3,4.3,8.4,12.7,1.3,1.3,1.4,1.9,3.0,13.2,.542,.548,.128,.475,.542,.543,C,BRKCHICLEDETLALPHI,drumman01
350,Clyde Drexler,1983-84,1997-98,21-35,1086,950,10,34.6,7.7,16.3,6.9,13.9,0.8,2.4,4.3,5.5,2.4,3.7,6.1,5.6,2.0,0.7,2.7,3.0,20.4,.472,.498,.318,.788,.547,.495,G,HOUPOR,drexlcl01
351,John Drew,1974-75,1984-85,20-30,739,104,2,29.5,7.4,15.8,7.4,15.7,0.0,0.1,5.8,7.8,2.9,4.0,6.9,1.7,1.4,0.3,1.9,3.6,20.7,.470,.472,.175,.748,.538,.471,F-G,ATLUTA,drewjo01
352,Goran Dragić,2008-09,2022-23,22-36,941,530,1,27.1,4.9,10.6,3.7,7.3,1.2,3.4,2.3,3.1,0.7,2.3,3.0,4.7,0.9,0.2,2.2,2.3,13.3,.459,.505,.361,.766,.556,.516,G,BRKCHIHOUMIAMILPHOTOR,dragigo01
353,Luka Dončić,2018-19,2022-23,19-23,326,326,4,34.3,9.4,20.1,6.6,11.9,2.8,8.2,6.1,8.2,1.0,7.6,8.6,8.0,1.1,0.4,4.0,2.3,27.6,.465,.552,.339,.738,.581,.534,G-F,DAL,doncilu01
354,James Donaldson,1980-81,1994-95,23-37,957,659,1,27.4,3.2,5.7,3.2,5.7,0.0,0.0,2.1,2.8,2.2,5.7,7.8,0.8,0.4,1.3,1.5,2.1,8.6,.571,.571,,.732,.618,.571,C,DALLACNYKSDCSEAUTA,donalja01
355,Vlade Divac,1989-90,2004-05,21-36,1134,979,1,29.8,4.6,9.3,4.5,8.9,0.1,0.4,2.5,3.7,2.5,5.7,8.2,3.1,1.1,1.4,2.2,3.2,11.8,.495,.506,.235,.692,.543,.500,C,CHHLALSAC,divacvl01
356,Terry Dischinger,1962-63,1972-73,22-32,652,,3,27.4,5.3,10.5,5.3,10.5,,,3.2,4.2,,,5.6,1.8,,,,3.2,13.8,.506,.506,,.758,.559,.506,F-G,BALCHZDETPOR,dischte01
357,DeMar DeRozan,2009-10,2022-23,20-33,1026,1014,6,34.4,7.6,16.1,7.1,14.6,0.4,1.5,5.5,6.5,0.7,3.7,4.4,4.0,1.0,0.3,2.1,2.3,21.0,.468,.486,.292,.840,.553,.482,G-F,CHISASTOR,derozde01
358,Luol Deng,2004-05,2018-19,19-33,902,828,2,34.3,5.7,12.5,5.0,10.3,0.7,2.2,2.7,3.5,1.6,4.4,6.1,2.3,1.0,0.5,1.6,1.7,14.8,.456,.482,.332,.769,.528,.485,F,CHICLELALMIAMIN,denglu01
359,Dave DeBusschere,1962-63,1973-74,22-33,875,,8,35.7,6.5,15.1,6.5,15.1,,,3.0,4.3,0.2,0.7,11.0,2.9,0.1,0.0,,3.2,16.1,.432,.432,,.699,.472,.432,F-G,DETNYK,debusda01
360,Walter Davis,1977-78,1991-92,23-37,1033,373,6,27.9,7.9,15.4,7.7,14.8,0.2,0.6,3.0,3.6,0.9,2.1,3.0,3.8,1.2,0.1,2.5,2.4,18.9,.511,.521,.272,.851,.558,.516,G-F,DENPHOPOR,daviswa03
361,Dale Davis,1991-92,2006-07,22-37,1094,863,1,27.1,3.3,6.2,3.3,6.2,0.0,0.0,1.4,2.5,3.0,4.8,7.9,0.9,0.6,1.2,1.0,2.6,8.0,.530,.530,.000,.562,.546,.530,F-C,DETGSWINDPOR,davisda01
362,Baron Davis,1999-00,2011-12,20-32,835,692,2,34.2,5.9,14.3,4.3,9.3,1.6,5.0,2.8,3.9,0.9,2.9,3.8,7.2,1.8,0.4,2.8,2.8,16.1,.409,.456,.320,.711,.502,.465,G,CHHCLEGSWLACNOHNYK,davisba01
363,Antonio Davis,1993-94,2005-06,25-37,903,524,1,28.9,3.5,7.9,3.5,7.9,0.0,0.0,3.0,4.1,2.6,4.9,7.5,1.1,0.5,1.0,1.5,2.8,10.0,.448,.449,.087,.727,.518,.448,F-C,CHIINDNYKTOR,davisan01
364,Anthony Davis,2012-13,2022-23,19-29,654,647,8,34.4,9.0,17.3,8.5,15.7,0.5,1.6,5.6,7.1,2.6,7.8,10.4,2.4,1.3,2.3,2.0,2.4,24.0,.519,.541,.301,.793,.589,.533,F-C,LALNOHNOP,davisan02
365,Bob Davies,1948-49,1954-55,29-35,462,,4,18.7,5.0,13.1,5.0,13.1,,,4.4,5.7,,,2.1,4.9,,,,3.4,14.3,.378,.378,,.759,.456,.378,G-F,ROC,daviebo01
366,Brad Daugherty,1986-87,1993-94,21-28,548,546,5,36.5,7.0,13.1,7.0,13.1,0.0,0.0,5.0,6.7,2.2,7.3,9.5,3.7,0.8,0.7,2.8,2.7,19.0,.532,.533,.143,.747,.590,.532,C,CLE,daughbr01
367,Adrian Dantley,1976-77,1990-91,21-35,955,546,6,35.8,8.6,15.8,8.5,15.8,0.0,0.0,7.2,8.7,2.3,3.4,5.7,3.0,1.0,0.2,2.6,2.7,24.3,.540,.541,.171,.818,.617,.540,F-G,BUFDALDETINDLALMILUTA,dantlad01
368,Bob Dandridge,1969-70,1981-82,22-34,839,0,4,35.2,7.7,15.9,7.7,15.9,0.0,0.0,3.1,4.0,1.1,2.8,6.8,3.4,0.8,0.4,0.8,3.5,18.5,.484,.484,.167,.780,.524,.484,F-G,MILWSB,dandrbo01
369,Stephen Curry,2009-10,2022-23,21-34,877,871,9,34.4,8.4,17.7,4.6,8.8,3.8,9.0,3.9,4.3,0.7,4.1,4.7,6.5,1.6,0.2,3.2,2.4,24.6,.475,.524,.428,.908,.627,.583,G,GSW,curryst01
370,Billy Cunningham,1965-66,1975-76,22-32,654,,4,34.3,7.8,17.5,7.8,17.5,,,5.2,7.2,0.2,1.1,10.1,4.0,0.2,0.1,,3.7,20.8,.446,.446,,.720,.503,.446,F-C,PHI,cunnibi01
371,Terry Cummings,1982-83,1999-00,21-38,1183,815,2,28.7,6.8,14.1,6.8,13.9,0.0,0.1,2.8,4.0,2.7,4.6,7.3,1.9,1.1,0.5,1.9,3.2,16.4,.484,.486,.295,.706,.520,.485,F,GSWMILNYKPHISASSDCSEA,cummite01
372,Dave Cowens,1970-71,1982-83,22-34,766,89,8,38.6,7.5,16.3,7.5,16.3,0.0,0.0,2.6,3.4,2.1,6.7,13.6,3.8,0.8,0.6,0.7,3.8,17.6,.460,.460,.071,.783,.496,.460,C-F,BOSMIL,cowenda01
373,Bob Cousy,1950-51,1969-70,22-41,924,,13,32.6,6.7,17.8,6.7,17.8,,,5.0,6.2,,,5.2,7.5,,,,2.4,18.4,.375,.375,,.803,.446,.375,G,BOSCIN,cousybo01
374,DeMarcus Cousins,2010-11,2021-22,20-31,654,561,4,29.8,7.0,15.2,6.3,13.2,0.7,2.0,5.0,6.7,2.6,7.6,10.2,3.0,1.3,1.1,3.3,3.7,19.6,.460,.479,.331,.737,.539,.481,C-F,DENGSWHOULACMILNOPSAC,couside01
375,Larry Costello,1954-55,1967-68,23-36,706,,6,30.0,4.4,10.0,4.4,10.0,,,3.4,4.1,,,3.8,4.6,,,,3.3,12.2,.438,.438,,.841,.517,.438,G,PHIPHWSYR,costela01
376,Mike Conley,2007-08,2022-23,20-35,1020,983,1,31.9,5.2,11.8,3.6,7.7,1.6,4.1,2.7,3.3,0.5,2.5,3.0,5.7,1.4,0.2,2.0,2.0,14.6,.438,.469,.381,.820,.552,.505,G,MEMMINUTA,conlemi01
377,Doug Collins,1973-74,1980-81,22-29,415,197,4,33.6,7.1,14.1,7.1,14.1,0.0,0.0,3.8,4.5,1.1,2.1,3.2,3.3,1.2,0.3,1.2,3.0,17.9,.501,.501,.000,.833,.557,.501,G-F,PHI,collido01
378,Jack Coleman,1949-50,1957-58,25-33,633,,1,26.0,4.4,10.7,4.4,10.7,,,1.7,2.5,,,8.2,2.8,,,,3.0,10.6,.416,.416,,.695,.451,.416,F-C,ROCSTL,colemja01
379,Derrick Coleman,1990-91,2004-05,23-37,781,672,1,33.2,5.9,13.2,5.5,11.8,0.4,1.4,4.3,5.5,2.7,6.6,9.3,2.5,0.8,1.3,2.6,2.6,16.5,.447,.465,.295,.769,.526,.462,F-C,CHHDETNJNPHI,colemde01
380,Nat Clifton,1950-51,1957-58,28-35,544,,1,26.4,3.8,10.6,3.8,10.6,,,2.4,3.7,,,8.2,2.5,,,,3.4,10.0,.361,.361,,.633,.409,.361,C-F,DETNYK,cliftna01
381,Archie Clark,1966-67,1975-76,25-34,725,,2,32.5,6.5,13.5,6.5,13.5,,,3.4,4.4,0.2,0.5,3.3,4.8,0.3,0.0,,2.5,16.3,.480,.480,,.769,.529,.480,G,BALCAPDETLALPHISEA,clarkar01
382,Phil Chenier,1971-72,1980-81,21-30,578,,3,33.1,7.1,16.0,7.1,16.0,0.0,0.0,2.9,3.6,0.6,2.0,3.6,3.0,1.2,0.4,0.3,2.0,17.2,.444,.444,.400,.806,.487,.445,G,BALCAPGSWINDWSB,cheniph01
383,Maurice Cheeks,1978-79,1992-93,22-36,1101,978,4,31.6,4.5,8.5,4.4,8.3,0.0,0.2,2.1,2.7,0.6,2.2,2.8,6.7,2.1,0.3,2.1,2.1,11.1,.523,.529,.255,.793,.572,.526,G,ATLNJNNYKPHISAS,cheekma01
384,Len Chappell,1962-63,1970-71,22-30,591,,1,17.9,3.7,8.3,3.7,8.3,,,2.0,2.9,,,5.3,0.7,,,,2.0,9.5,.452,.452,,.691,.497,.452,F-C,ATLCHICINCLEDETMILNYKPHISYR,chapple01
385,Tyson Chandler,2001-02,2019-20,19-37,1160,886,1,27.3,3.1,5.1,3.1,5.1,0.0,0.0,2.1,3.2,3.0,6.0,9.0,0.8,0.5,1.2,1.4,2.8,8.2,.597,.598,.000,.644,.626,.597,C,CHACHIDALHOULALNOHNOKNYKPHO,chandty01
386,Tom Chambers,1981-82,1997-98,22-38,1107,743,4,30.6,6.7,14.2,6.5,13.6,0.2,0.7,4.6,5.7,1.8,4.3,6.1,2.1,0.8,0.6,2.3,3.4,18.1,.468,.476,.307,.807,.542,.476,F-C,CHHPHIPHOSDCSEAUTA,chambto01
387,Wilt Chamberlain,1959-60,1972-73,23-36,1045,,13,45.8,12.1,22.5,12.1,22.5,,,5.8,11.4,,,22.9,4.4,,,,2.0,30.1,.540,.540,,.511,.547,.540,C,LALPHIPHWSFW,chambwi01
388,Cedric Ceballos,1990-91,2000-01,21-31,609,313,1,24.2,5.6,11.2,5.2,10.0,0.4,1.2,2.7,3.6,2.1,3.3,5.3,1.2,0.7,0.3,1.6,1.8,14.3,.500,.524,.309,.753,.559,.518,F,DALDETLALMIAPHO,cebalce01
389,Sam Cassell,1993-94,2007-08,24-38,993,690,1,30.0,5.7,12.6,5.1,10.6,0.7,2.0,3.6,4.2,0.6,2.6,3.2,6.0,1.1,0.2,2.4,2.8,15.7,.454,.477,.331,.861,.544,.480,G,BOSDALHOULACMILMINNJNPHO,cassesa01
390,Bill Cartwright,1979-80,1994-95,22-37,963,676,1,28.5,4.8,9.2,4.8,9.2,0.0,0.0,3.5,4.6,1.9,4.5,6.3,1.4,0.5,0.7,2.0,2.9,13.2,.525,.525,.000,.771,.588,.525,C,CHINYKSEA,cartwbi01
391,Vince Carter,1998-99,2019-20,22-43,1541,983,8,30.1,6.0,13.8,4.5,9.8,1.5,4.0,3.1,3.9,1.1,3.2,4.3,3.1,1.0,0.6,1.7,2.6,16.7,.435,.462,.371,.798,.536,.489,G-F,ATLDALMEMNJNORLPHOSACTOR,cartevi01
392,Joe Barry Carroll,1980-81,1990-91,22-32,705,533,1,32.4,7.1,15.0,7.1,15.0,0.0,0.0,3.4,4.6,2.4,5.3,7.7,1.8,1.0,1.6,2.8,3.1,17.7,.474,.475,.000,.747,.519,.474,C-F,DENGSWHOUNJNPHO,carrojo01
393,Austin Carr,1971-72,1980-81,23-32,682,,1,28.8,6.4,14.2,6.4,14.2,0.0,0.0,2.6,3.2,1.0,1.1,2.9,2.8,0.6,0.1,0.7,2.0,15.4,.449,.449,.154,.804,.491,.449,G,CLEDALWSB,carrau01
394,Joe Caldwell,1964-65,1969-70,23-28,468,,2,29.6,6.3,13.8,6.3,13.8,,,2.6,4.1,,,5.1,2.7,,,,2.8,15.2,.459,.459,,.634,.489,.459,F-G,ATLDETSTL,caldwjo01
395,Andrew Bynum,2005-06,2013-14,18-26,418,319,1,25.6,4.6,8.2,4.6,8.2,0.0,0.0,2.4,3.4,2.4,5.3,7.7,1.2,0.3,1.6,1.5,2.5,11.5,.556,.557,.111,.690,.592,.556,C,CLEINDLAL,bynuman01
396,Jimmy Butler,2011-12,2022-23,22-33,751,646,6,33.2,5.9,12.6,5.1,10.2,0.8,2.4,5.6,6.6,1.6,3.7,5.4,4.2,1.6,0.5,1.6,1.4,18.1,.466,.501,.323,.842,.583,.497,F-G,CHIMIAMINPHI,butleji01
397,Caron Butler,2002-03,2015-16,22-35,881,732,2,32.2,5.2,12.0,4.4,9.6,0.8,2.4,2.8,3.3,1.3,3.7,5.0,2.3,1.3,0.2,1.8,2.4,14.1,.434,.456,.348,.847,.523,.469,F,DALDETLACLALMIAMILOKCSACWAS,butleca01
398,Don Buse,1976-77,1984-85,26-34,648,103,1,26.3,2.8,6.4,2.6,5.6,0.3,0.8,1.0,1.3,0.6,1.8,2.3,4.5,1.8,0.1,0.9,1.5,6.9,.442,.457,.333,.780,.497,.462,G,INDKCKPHOPOR,busedo01
399,Kobe Bryant,1996-97,2015-16,18-37,1346,1198,18,36.1,8.7,19.5,7.3,15.3,1.4,4.1,6.2,7.4,1.1,4.1,5.2,4.7,1.4,0.5,3.0,2.5,25.0,.447,.479,.329,.837,.550,.482,G-F,LAL,bryanko01
400,Jaylen Brown,2016-17,2022-23,20-26,467,360,2,29.7,6.7,14.0,4.8,8.9,1.9,5.1,2.6,3.7,0.9,4.3,5.2,2.2,1.0,0.4,2.0,2.5,17.9,.477,.541,.367,.724,.573,.544,F-G,BOS,brownja02
401,Fred Brown,1971-72,1983-84,23-35,963,4,1,25.4,6.2,13.1,6.1,12.7,0.1,0.3,2.0,2.3,0.7,1.7,2.7,3.3,1.2,0.2,0.9,2.0,14.6,.478,.480,.373,.858,.518,.482,G,SEA,brownfr01
402,Bill Bridges,1962-63,1974-75,23-35,926,,3,33.3,4.5,10.2,4.5,10.2,,,2.9,4.1,0.3,0.4,11.9,2.8,0.1,0.0,,3.6,11.9,.442,.442,,.693,.494,.442,F-C,ATLGSWLALPHISTL,bridgbi01
403,Frankie Brian,1949-50,1955-56,26-32,438,,2,17.4,4.0,11.9,4.0,11.9,,,4.2,5.1,,,2.1,2.6,,,,2.6,12.3,.340,.340,,.821,.435,.340,G,ANDFTWTRI,brianfr01
404,Carl Braun,1947-48,1961-62,20-34,788,,5,23.4,5.0,13.0,5.0,13.0,,,3.6,4.4,,,2.7,3.7,,,,2.7,13.5,.383,.383,,.804,.452,.383,G-F,BOSNYK,braunca01
405,Terrell Brandon,1991-92,2001-02,21-31,724,480,2,29.8,5.4,12.0,4.9,10.5,0.5,1.5,2.5,2.8,0.6,2.4,3.0,6.1,1.6,0.3,2.0,1.8,13.8,.448,.462,.355,.873,.519,.471,G,CLEMILMIN,brandte01
406,Elton Brand,1999-00,2015-16,20-36,1058,868,2,33.0,6.2,12.5,6.2,12.4,0.0,0.0,3.4,4.7,3.1,5.4,8.5,2.1,0.9,1.7,1.9,2.9,15.9,.500,.501,.095,.736,.548,.501,F-C,ATLCHIDALLACPHI,brandel01
407,Bill Bradley,1967-68,1976-77,24-33,742,,1,30.7,5.3,11.8,5.3,11.8,,,1.8,2.2,0.3,0.9,3.2,3.4,0.3,0.1,,3.2,12.4,.448,.448,,.840,.486,.448,F-G,NYK,bradlbi01
408,Chris Bosh,2003-04,2015-16,19-31,893,881,11,35.8,7.0,14.1,6.6,13.1,0.3,1.0,5.0,6.3,2.2,6.3,8.5,2.0,0.8,1.0,2.0,2.4,19.2,.494,.506,.335,.799,.571,.506,F-C,MIATOR,boshch01
409,Vince Boryla,1949-50,1953-54,22-26,285,,1,18.1,4.2,11.2,4.2,11.2,,,2.9,3.5,,,2.9,2.1,,,,3.2,11.2,.371,.371,,.816,.438,.371,F,NYK,borylvi01
410,Carlos Boozer,2002-03,2014-15,21-33,861,775,2,31.2,6.8,13.0,6.8,13.0,0.0,0.0,2.6,3.7,2.4,7.1,9.5,2.2,0.9,0.4,2.1,3.0,16.2,.521,.522,.071,.722,.554,.521,F-C,CHICLELALUTA,boozeca01
411,Bob Boozer,1960-61,1970-71,23-33,874,,1,29.2,5.7,12.3,5.7,12.3,,,3.5,4.6,,,8.1,1.4,,,,2.8,14.8,.462,.462,,.761,.519,.462,F,CHICINLALMILNYKSEA,boozebo01
412,Devin Booker,2015-16,2022-23,19-26,526,501,3,33.8,8.4,18.2,6.4,12.5,2.1,5.8,5.1,5.8,0.6,3.4,4.0,4.7,0.8,0.3,3.1,3.0,23.9,.461,.508,.358,.868,.575,.517,G,PHO,bookede01
413,John Block,1966-67,1975-76,22-31,597,,1,24.0,4.3,10.0,4.3,10.0,,,3.2,4.1,0.3,0.7,6.6,1.3,0.2,0.1,,2.9,11.9,.433,.433,,.778,.502,.433,F-C,CHIKCOLALMILNOJPHISDR,blockjo01
414,Mookie Blaylock,1989-90,2001-02,22-34,889,800,1,34.9,5.3,12.9,3.8,8.6,1.4,4.3,1.4,1.9,1.1,3.0,4.1,6.7,2.3,0.3,2.3,1.9,13.5,.409,.445,.336,.736,.488,.465,G,ATLGSWNJN,blaylmo01
415,Rolando Blackman,1981-82,1993-94,22-34,980,815,4,32.7,7.0,14.3,6.8,13.6,0.2,0.7,3.7,4.4,1.1,2.3,3.3,3.0,0.7,0.3,1.9,1.7,18.0,.493,.501,.343,.840,.555,.501,G,DALNYK,blackro01
416,Otis Birdsong,1977-78,1988-89,22-33,696,317,4,31.1,7.7,15.2,7.6,14.9,0.1,0.3,2.6,3.9,1.3,1.7,3.0,3.2,1.2,0.2,2.1,2.6,18.0,.506,.510,.274,.655,.533,.509,G,BOSKCKNJN,birdsot01
417,Larry Bird,1979-80,1991-92,23-35,897,870,12,38.4,9.6,19.3,8.9,17.4,0.7,1.9,4.4,5.0,2.0,8.0,10.0,6.3,1.7,0.8,3.1,2.5,24.3,.496,.509,.376,.886,.564,.514,F,BOS,birdla01
418,Dave Bing,1966-67,1977-78,23-34,901,,7,36.4,7.7,17.5,7.7,17.5,,,4.9,6.3,0.5,0.8,3.8,6.0,0.5,0.1,0.2,2.9,20.3,.441,.441,,.775,.502,.441,G,BOSDETWSB,bingda01
419,Chauncey Billups,1997-98,2013-14,21-37,1043,937,5,31.6,4.5,10.9,2.8,6.4,1.8,4.5,4.3,4.8,0.5,2.4,2.9,5.4,1.0,0.2,2.0,2.1,15.2,.415,.435,.387,.894,.580,.495,G,BOSDENDETLACMINNYKTOR,billuch01
420,Walt Bellamy,1961-62,1974-75,22-35,1043,,4,37.3,7.6,14.7,7.6,14.7,,,4.9,7.8,0.3,0.5,13.7,2.4,0.0,0.0,,3.4,20.1,.516,.516,,.632,.554,.516,C,ATLBALCHPCHZDETNOJNYK,bellawa01
421,Zelmo Beaty,1962-63,1974-75,23-35,570,,2,32.2,6.0,12.7,6.0,12.7,,,4.1,5.4,0.2,0.4,10.4,1.5,0.1,0.1,,3.7,16.0,.469,.469,,.750,.530,.469,C,ATLLALSTL,beatyze01
422,Ralph Beard,1949-50,1950-51,22-23,126,,1,,5.9,16.2,5.9,16.2,,,4.0,5.2,,,2.0,4.4,,,,1.8,15.9,.366,.366,,.770,.429,.366,G,INO,beardra01
423,Butch Beard,1969-70,1978-79,22-31,605,,1,23.6,3.6,7.4,3.6,7.4,,,2.1,2.7,0.8,1.6,3.4,3.6,0.8,0.1,0.3,2.6,9.3,.487,.487,,.771,.540,.487,G,ATLCLEGSWNYKSEA,beardbu01
424,Bradley Beal,2012-13,2022-23,19-29,695,661,3,34.7,8.1,17.6,5.9,11.7,2.2,5.9,3.8,4.6,0.9,3.2,4.1,4.3,1.1,0.4,2.5,2.2,22.1,.460,.503,.372,.823,.564,.522,G,WAS,bealbr01
425,Elgin Baylor,1958-59,1971-72,24-37,846,,11,40.0,10.3,23.8,10.3,23.8,,,6.8,8.7,,,13.5,4.3,,,,3.1,27.4,.431,.431,,.780,.494,.431,F,LALMNL,bayloel01
426,Rick Barry,1965-66,1979-80,21-35,794,,8,36.3,9.1,20.4,9.0,20.1,0.1,0.3,4.8,5.3,0.6,3.0,6.5,5.1,1.4,0.3,0.7,2.9,23.2,.449,.450,.330,.900,.510,.451,F,GSWHOUSFW,barryri01
427,Dana Barros,1989-90,2003-04,22-36,850,264,1,22.9,3.9,8.4,2.6,5.3,1.3,3.1,1.5,1.7,0.3,1.6,1.9,3.3,0.9,0.1,1.4,1.3,10.5,.460,.488,.411,.858,.572,.536,G,BOSDETPHISEA,barroda01
428,Leo Barnhorst,1949-50,1953-54,25-29,344,,2,21.2,3.9,10.7,3.9,10.7,,,1.5,2.3,,,4.4,3.2,,,,3.0,9.4,.368,.368,,.665,.401,.368,F-G,BLBCHSFTWINO,barnhle01
429,Dick Barnett,1959-60,1973-74,23-37,971,,1,29.8,6.2,13.6,6.2,13.6,,,3.4,4.5,0.0,0.0,2.9,2.8,0.0,0.0,,2.6,15.8,.456,.456,,.761,.508,.456,G-F,LALNYKSYR,barnedi01
430,Don Barksdale,1951-52,1954-55,28-31,262,,1,28.5,3.9,10.5,3.9,10.5,,,3.3,5.0,,,8.0,2.1,,,,3.6,11.0,.370,.370,,.660,.436,.370,F-C,BLBBOS,barksdo01
431,Charles Barkley,1984-85,1999-00,21-36,1073,1012,11,36.7,7.9,14.5,7.4,12.7,0.5,1.9,5.9,8.1,4.0,7.7,11.7,3.9,1.5,0.8,3.1,3.1,22.1,.541,.581,.266,.735,.612,.558,F,HOUPHIPHO,barklch01
432,LaMelo Ball,2020-21,2022-23,19-21,162,142,1,31.8,7.0,16.3,4.1,8.9,2.8,7.5,2.7,3.3,1.3,5.1,6.4,7.3,1.5,0.4,3.2,3.0,19.4,.426,.467,.377,.828,.547,.512,G,CHO,ballla01
433,Vin Baker,1993-94,2005-06,22-34,791,604,4,32.5,5.9,12.2,5.9,12.0,0.0,0.2,3.1,4.8,2.9,4.6,7.4,1.9,0.7,1.0,2.2,3.2,15.0,.485,.490,.215,.638,.522,.487,F,BOSHOULACMILNYKSEA,bakervi01
434,B.J. Armstrong,1989-90,1999-00,22-32,747,341,1,23.8,3.8,8.0,3.2,6.6,0.6,1.4,1.6,1.9,0.3,1.5,1.8,3.3,0.7,0.1,1.2,1.5,9.8,.477,.487,.425,.856,.555,.513,G,CHHCHIGSWORL,armstbj01
435,Paul Arizin,1950-51,1961-62,22-33,713,,10,34.9,7.9,18.7,7.9,18.7,,,7.0,8.7,,,8.6,2.3,,,,3.9,22.8,.421,.421,,.810,.506,.421,F-G,PHW,arizipa01
436,Gilbert Arenas,2001-02,2011-12,20-30,552,455,3,35.1,6.7,16.0,4.8,10.5,2.0,5.6,5.2,6.5,0.8,3.1,3.9,5.3,1.6,0.2,3.2,3.0,20.7,.421,.458,.351,.803,.547,.482,G,GSWMEMORLWAS,arenagi01
