Rk,Player,ORtg,DRtg,PER,TRB%,AST%,STL%,BLK%,TOV%,USG%,From,To,Age,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,Team,-9999
504,Desmond Bane,119,113,19.1,8.4,20.8,1.4,1.1,10.9,26.1,2022-23,2022-23,24,58,58,31.7,7.8,16.2,4.9,9.2,2.9,7.0,3.1,3.5,0.7,4.3,5.0,4.4,1.0,0.4,2.2,2.6,21.5,.479,.534,.408,.883,.606,.568,G,MEM,banede01
505,Paolo Banchero,105,114,14.9,11.6,17.2,1.2,1.5,12.8,27.5,2022-23,2022-23,20,72,72,33.8,6.7,15.6,5.5,11.6,1.2,4.0,5.5,7.4,1.2,5.7,6.9,3.7,0.8,0.5,2.8,2.2,20.0,.427,.471,.298,.738,.529,.465,F,ORL,banchpa01
506,Mo Bamba,121,111,15.7,16.4,8.7,0.8,5.3,10.1,16.6,2022-23,2022-23,24,49,7,15.7,2.4,4.9,1.4,2.4,1.0,2.5,0.8,1.3,1.2,3.4,4.6,0.9,0.3,0.9,0.6,2.1,6.6,.485,.590,.387,.661,.602,.585,C,LALORL,bambamo01
507,LaMelo Ball,108,115,17.9,9.7,38.7,1.7,0.8,14.3,30.0,2022-23,2022-23,21,36,36,35.2,8.2,20.0,4.2,9.4,4.0,10.6,2.8,3.4,1.2,5.3,6.4,8.4,1.3,0.3,3.6,3.3,23.3,.411,.450,.376,.836,.541,.510,G,CHO,ballla01
508,Patrick Baldwin Jr.,101,114,11.3,9.7,6.9,1.3,1.6,9.0,22.8,2022-23,2022-23,20,31,0,7.3,1.4,3.5,0.4,0.8,1.0,2.7,0.1,0.2,0.0,1.3,1.3,0.4,0.2,0.1,0.4,0.5,3.9,.394,.440,.381,.667,.546,.541,G-F,GSW,baldwpa01
509,Marvin Bagley III,117,118,17.2,15.1,5.9,0.9,2.7,9.7,20.4,2022-23,2022-23,23,42,25,23.6,4.8,9.1,4.4,7.5,0.5,1.6,1.9,2.6,2.2,4.2,6.4,0.9,0.5,0.7,1.1,1.9,12.0,.529,.579,.288,.750,.587,.554,F-C,DET,baglema01
510,Udoka Azubuike,131,114,16.1,17.9,4.3,0.8,3.5,18.2,11.5,2022-23,2022-23,23,36,4,10.0,1.6,2.0,1.6,2.0,0.0,0.0,0.2,0.6,0.9,2.4,3.3,0.3,0.2,0.4,0.5,0.9,3.5,.819,.819,,.350,.774,.819,C,UTA,azubuud01
511,Deandre Ayton,119,111,19.9,18.1,9.2,0.9,2.3,11.0,22.9,2022-23,2022-23,24,67,67,30.4,7.8,13.2,7.7,12.9,0.1,0.4,2.3,3.0,2.6,7.4,10.0,1.7,0.6,0.8,1.8,2.8,18.0,.589,.597,.292,.760,.617,.592,C,PHO,aytonde01
512,Deni Avdija,106,114,11.2,13.4,13.9,1.6,1.2,15.9,16.7,2022-23,2022-23,22,76,40,26.6,3.3,7.6,2.4,4.6,0.9,3.1,1.6,2.2,1.0,5.4,6.4,2.8,0.9,0.4,1.6,2.8,9.2,.437,.530,.297,.739,.535,.497,G-F,WAS,avdijde01
513,Ryan Arcidiacono,86,121,2.7,5.0,16.9,1.4,0.0,15.9,11.1,2022-23,2022-23,28,20,4,8.6,0.5,1.9,0.1,0.7,0.4,1.2,0.0,0.0,0.0,0.8,0.8,1.2,0.3,0.0,0.4,0.9,1.3,.243,.071,.348,,.351,.351,G,NYKPOR,arcidry01
514,OG Anunoby,113,113,14.6,7.9,8.0,2.7,2.0,12.1,19.5,2022-23,2022-23,25,67,67,35.6,6.3,13.2,4.2,7.7,2.1,5.5,2.1,2.5,1.4,3.5,5.0,2.0,1.9,0.7,2.0,3.0,16.8,.476,.539,.387,.838,.586,.556,F,TOR,anunoog01
515,Cole Anthony,117,115,16.0,10.5,22.9,1.2,1.9,11.7,21.5,2022-23,2022-23,22,60,4,25.9,4.6,10.2,3.4,6.7,1.3,3.4,2.5,2.8,0.8,4.0,4.8,3.9,0.6,0.5,1.5,2.6,13.0,.454,.500,.364,.894,.570,.516,G,ORL,anthoco01
516,Thanasis Antetokounmpo,98,114,6.7,11.1,9.3,0.7,1.2,17.7,13.8,2022-23,2022-23,30,37,0,5.6,0.5,1.2,0.5,1.0,0.0,0.2,0.3,0.6,0.4,0.8,1.2,0.4,0.1,0.1,0.3,0.6,1.4,.435,.526,.000,.500,.458,.435,F,MIL,antetth01
517,Giannis Antetokounmpo,117,108,29.0,19.1,33.2,1.2,2.1,13.2,38.8,2022-23,2022-23,28,63,63,32.1,11.2,20.3,10.5,17.6,0.7,2.7,7.9,12.3,2.2,9.6,11.8,5.7,0.8,0.8,3.9,3.1,31.1,.553,.596,.275,.645,.605,.572,F-G,MIL,antetgi01
518,Kyle Anderson,120,112,14.8,10.5,22.6,1.9,2.8,15.7,14.4,2022-23,2022-23,29,69,46,28.4,3.7,7.2,3.0,5.7,0.6,1.5,1.4,2.0,1.0,4.4,5.3,4.9,1.1,0.9,1.5,2.1,9.4,.509,.536,.410,.735,.583,.553,F-G,MIN,anderky01
519,Jose Alvarado,107,113,11.8,6.1,19.9,2.5,0.7,13.4,19.8,2022-23,2022-23,24,61,10,21.5,3.3,8.0,1.9,4.0,1.4,4.0,1.1,1.3,0.5,1.9,2.3,3.0,1.1,0.2,1.3,2.0,9.0,.411,.488,.336,.813,.525,.496,G,NOP,alvarjo01
520,Jarrett Allen,132,108,19.9,17.7,7.5,1.2,3.5,11.4,16.4,2022-23,2022-23,24,68,68,32.6,5.9,9.2,5.9,9.1,0.0,0.1,2.4,3.3,3.3,6.5,9.8,1.7,0.8,1.2,1.4,2.3,14.3,.644,.653,.100,.733,.670,.645,C-F,CLE,allenja01
521,Grayson Allen,123,114,12.3,6.3,10.9,1.5,0.6,10.5,14.6,2022-23,2022-23,27,72,70,27.4,3.4,7.7,1.4,2.7,2.0,5.1,1.6,1.8,0.8,2.4,3.3,2.3,0.9,0.2,1.0,1.6,10.4,.440,.518,.399,.905,.612,.571,G,MIL,allengr01
522,Nickeil Alexander-Walker,109,116,11.6,6.3,16.7,1.7,2.0,14.6,17.9,2022-23,2022-23,24,59,3,15.0,2.2,5.0,1.2,2.3,1.0,2.7,0.7,1.0,0.3,1.5,1.7,1.8,0.5,0.4,0.9,1.5,6.2,.444,.515,.384,.667,.565,.547,G,MINUTA,alexani01
523,Santi Aldama,120,111,13.9,11.7,7.6,1.3,2.6,9.3,16.0,2022-23,2022-23,22,77,20,21.8,3.2,6.8,2.0,3.4,1.2,3.5,1.4,1.9,1.1,3.7,4.8,1.3,0.6,0.6,0.8,1.9,9.0,.470,.591,.353,.750,.591,.560,F,MEM,aldamsa01
524,Ochai Agbaji,115,121,9.5,5.4,7.5,0.6,1.0,9.0,15.8,2022-23,2022-23,22,59,22,20.5,2.8,6.5,1.4,2.7,1.4,3.9,0.9,1.2,0.7,1.3,2.1,1.1,0.3,0.3,0.7,1.7,7.9,.427,.532,.355,.812,.561,.532,G,UTA,agbajoc01
525,Bam Adebayo,115,111,20.1,15.5,15.9,1.7,2.4,12.7,25.2,2022-23,2022-23,25,75,75,34.6,8.0,14.9,8.0,14.7,0.0,0.2,4.3,5.4,2.5,6.7,9.2,3.2,1.2,0.8,2.5,2.8,20.4,.540,.545,.083,.806,.592,.541,C-F,MIA,adebaba01
526,Steven Adams,118,108,17.5,22.7,11.2,1.5,3.7,19.8,14.6,2022-23,2022-23,29,42,42,27.0,3.7,6.3,3.7,6.2,0.0,0.0,1.1,3.1,5.1,6.5,11.5,2.3,0.9,1.1,1.9,2.3,8.6,.597,.599,.000,.364,.564,.597,C,MEM,adamsst01
527,Precious Achiuwa,112,113,15.2,16.3,6.3,1.3,2.6,11.4,19.4,2022-23,2022-23,23,55,12,20.7,3.6,7.3,3.0,5.4,0.5,2.0,1.6,2.3,1.8,4.1,6.0,0.9,0.6,0.5,1.1,1.9,9.2,.485,.564,.269,.702,.554,.521,F,TOR,achiupr01
