Rk,Player,From,To,Age,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,Team,-9999
1,Ivica Zubac,2022-23,2022-23,25,76,76,28.6,4.3,6.8,4.3,6.7,0.0,0.0,2.2,3.1,3.1,6.8,9.9,1.0,0.4,1.3,1.5,2.9,10.8,.634,.637,.000,.697,.661,.634,C,LAC,zubaciv01
2,Cody Zeller,2022-23,2022-23,30,15,2,14.5,2.5,3.9,2.5,3.8,0.0,0.1,1.6,2.3,1.7,2.6,4.3,0.7,0.2,0.3,0.9,2.2,6.5,.627,.649,.000,.686,.659,.627,C-F,MIA,zelleco01
3,Omer Yurtseven,2022-23,2022-23,24,9,0,9.2,1.8,3.0,1.4,2.2,0.3,0.8,0.6,0.7,0.9,1.7,2.6,0.2,0.2,0.2,0.4,1.8,4.4,.593,.650,.429,.833,.675,.648,C,MIA,yurtsom01
4,Trae Young,2022-23,2022-23,24,73,73,34.8,8.2,19.0,6.1,12.7,2.1,6.3,7.8,8.8,0.8,2.2,3.0,10.2,1.1,0.1,4.1,1.4,26.2,.429,.476,.335,.886,.573,.485,G,ATL,youngtr01
5,Thaddeus Young,2022-23,2022-23,34,54,9,14.7,2.0,3.7,1.9,3.0,0.1,0.6,0.3,0.5,1.3,1.8,3.1,1.4,1.0,0.1,0.8,1.6,4.4,.545,.622,.176,.692,.573,.561,F,TOR,youngth01
6,Gabe York,2022-23,2022-23,29,3,0,18.7,2.7,7.0,0.7,1.0,2.0,6.0,0.7,0.7,0.0,2.0,2.0,1.7,0.7,0.0,0.0,1.7,8.0,.381,.667,.333,1.000,.548,.524,G,IND,yorkga01
7,McKinley Wright IV,2022-23,2022-23,24,27,1,12.4,1.7,3.6,1.4,2.6,0.3,1.0,0.5,0.7,0.3,1.4,1.7,2.1,0.3,0.2,0.7,0.9,4.2,.469,.529,.321,.684,.536,.515,G,DAL,wrighmc01
8,Delon Wright,2022-23,2022-23,30,50,14,24.4,2.8,5.8,1.9,3.4,0.8,2.4,1.0,1.2,1.2,2.4,3.6,3.9,1.8,0.3,0.9,1.2,7.4,.474,.564,.345,.867,.581,.545,G,WAS,wrighde01
9,Christian Wood,2022-23,2022-23,27,67,17,25.9,5.9,11.5,4.3,7.3,1.6,4.2,3.2,4.2,1.3,6.0,7.3,1.8,0.4,1.1,1.8,2.5,16.6,.515,.594,.376,.772,.624,.583,F,DAL,woodch01
10,James Wiseman,2022-23,2022-23,21,45,22,19.3,4.2,7.5,4.1,7.1,0.1,0.4,1.5,2.2,1.6,4.3,5.9,0.7,0.2,0.6,1.1,2.4,10.0,.558,.580,.200,.701,.589,.563,C,DETGSW,wisemja01
11,Justise Winslow,2022-23,2022-23,26,29,11,26.8,2.8,6.8,2.3,5.3,0.5,1.6,0.7,1.0,1.7,3.3,5.0,3.4,1.0,0.4,1.5,3.1,6.8,.409,.438,.311,.714,.466,.444,F,POR,winslju01
12,Dylan Windler,2022-23,2022-23,26,3,0,3.3,0.7,1.0,0.3,0.3,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,1.7,.667,1.000,.500,,.833,.833,G-F,CLE,windldy01
13,Zion Williamson,2022-23,2022-23,22,29,29,33.0,9.8,16.2,9.6,15.5,0.2,0.7,6.1,8.6,2.0,5.0,7.0,4.6,1.1,0.6,3.4,2.2,26.0,.608,.618,.368,.714,.652,.615,F-C,NOP,willizi01
14,Ziaire Williams,2022-23,2022-23,21,37,4,15.2,2.3,5.3,1.6,2.7,0.7,2.6,0.5,0.6,0.4,1.7,2.1,0.9,0.4,0.2,1.0,1.6,5.7,.429,.596,.258,.773,.511,.492,F,MEM,willizi02
15,Vince Williams Jr.,2022-23,2022-23,22,15,1,7.0,0.8,2.7,0.5,0.8,0.3,1.9,0.1,0.1,0.3,0.7,1.0,0.3,0.4,0.1,0.3,0.8,2.0,.300,.667,.143,1.000,.367,.350,F,MEM,willivi01
16,Robert Williams,2022-23,2022-23,25,35,20,23.5,3.6,4.9,3.6,4.8,0.0,0.0,0.7,1.2,3.0,5.4,8.3,1.4,0.6,1.4,1.0,1.9,8.0,.747,.751,.000,.610,.742,.747,C-F,BOS,williro04
17,Patrick Williams,2022-23,2022-23,21,82,65,28.3,3.8,8.3,2.4,4.9,1.4,3.4,1.1,1.3,1.0,3.0,4.0,1.2,0.9,0.9,1.2,1.8,10.2,.464,.498,.415,.857,.576,.549,F,CHI,willipa01
18,Mark Williams,2022-23,2022-23,21,43,17,19.3,3.7,5.8,3.7,5.8,0.0,0.0,1.6,2.3,2.2,4.9,7.1,0.4,0.7,1.0,0.9,2.2,9.0,.637,.637,,.691,.659,.637,C,CHO,willima07
19,Kenrich Williams,2022-23,2022-23,28,53,10,22.8,3.4,6.5,2.4,4.0,0.9,2.5,0.3,0.7,1.8,3.1,4.9,2.0,0.8,0.3,0.6,2.1,8.0,.517,.608,.373,.436,.585,.590,G-F,OKC,willike04
20,Jeenathan Williams,2022-23,2022-23,23,5,4,25.4,4.8,7.8,4.2,6.2,0.6,1.6,0.4,0.6,2.0,1.0,3.0,2.0,0.6,0.4,0.8,2.6,10.6,.615,.677,.375,.667,.657,.654,G,POR,willije02
21,Jaylin Williams,2022-23,2022-23,20,49,36,18.7,2.1,4.8,1.1,2.5,0.9,2.3,0.8,1.1,0.9,4.0,4.9,1.6,0.6,0.2,0.8,2.3,5.9,.436,.463,.407,.704,.559,.534,F,OKC,willija07
22,Jalen Williams,2022-23,2022-23,21,75,62,30.3,5.5,10.6,4.5,7.9,1.0,2.7,2.1,2.5,1.1,3.4,4.5,3.3,1.4,0.5,1.6,2.5,14.1,.521,.579,.356,.812,.601,.567,G,OKC,willija06
23,Grant Williams,2022-23,2022-23,24,79,23,25.9,2.7,6.0,1.3,2.3,1.5,3.7,1.2,1.5,1.1,3.5,4.6,1.7,0.5,0.4,1.0,2.4,8.1,.454,.546,.395,.770,.605,.575,F,BOS,willigr01
24,Donovan Williams,2022-23,2022-23,21,2,0,2.0,1.0,2.5,1.0,1.5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,.400,.667,.000,,.400,.400,F,ATL,willido02
25,Alondes Williams,2022-23,2022-23,23,1,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,,,,,,,G,BRK,willial06
26,Lindell Wigginton,2022-23,2022-23,24,7,1,12.4,2.6,5.3,1.7,2.7,0.9,2.6,1.1,1.3,0.0,1.0,1.0,2.0,0.0,0.3,1.7,1.0,7.1,.486,.632,.333,.889,.610,.568,G,MIL,wiggili01
27,Andrew Wiggins,2022-23,2022-23,27,37,37,32.2,6.8,14.3,4.4,8.2,2.4,6.1,1.2,1.9,1.6,3.4,5.0,2.3,1.2,0.8,1.3,2.9,17.1,.473,.530,.396,.611,.564,.557,F-G,GSW,wiggian01
28,Aaron Wiggins,2022-23,2022-23,24,70,14,18.5,2.7,5.2,2.0,3.4,0.7,1.7,0.8,1.0,1.0,2.0,3.0,1.1,0.6,0.2,0.8,1.6,6.8,.512,.573,.393,.831,.607,.579,G,OKC,wiggiaa01
29,Joe Wieskamp,2022-23,2022-23,23,9,0,5.6,0.3,1.6,0.0,0.2,0.3,1.3,0.0,0.0,0.0,0.4,0.4,0.3,0.0,0.0,0.1,0.3,1.0,.214,.000,.250,,.321,.321,G,TOR,wieskjo01
30,Jack White,2022-23,2022-23,25,17,0,3.9,0.5,1.1,0.3,0.6,0.2,0.5,0.1,0.2,0.4,0.6,1.0,0.2,0.2,0.1,0.1,0.5,1.2,.421,.500,.333,.667,.517,.500,F,DEN,whiteja03
31,Derrick White,2022-23,2022-23,28,82,70,28.3,4.3,9.2,2.5,4.5,1.8,4.8,2.0,2.3,0.6,2.9,3.6,3.9,0.7,0.9,1.2,2.2,12.4,.462,.548,.381,.875,.604,.560,G,BOS,whitede01
32,Coby White,2022-23,2022-23,22,74,2,23.4,3.6,8.0,1.8,3.4,1.7,4.6,0.8,0.9,0.2,2.6,2.9,2.8,0.7,0.1,1.0,1.6,9.7,.443,.540,.372,.871,.572,.551,G,CHI,whiteco01
33,Russell Westbrook,2022-23,2022-23,34,73,24,29.1,5.9,13.6,4.7,9.7,1.2,3.9,2.8,4.3,1.2,4.6,5.8,7.5,1.0,0.5,3.5,2.2,15.9,.436,.487,.311,.656,.513,.481,G,LACLAL,westbru01
34,Blake Wesley,2022-23,2022-23,19,37,1,18.1,1.9,5.8,1.3,4.4,0.5,1.4,0.7,1.2,0.3,1.9,2.2,2.7,0.7,0.1,1.8,1.8,5.0,.321,.301,.385,.591,.393,.367,G,SAS,weslebl01
35,Peyton Watson,2022-23,2022-23,20,23,2,8.1,1.3,2.6,1.0,2.0,0.3,0.6,0.5,0.9,0.3,1.3,1.6,0.5,0.1,0.5,0.3,0.6,3.3,.492,.511,.429,.550,.553,.542,G-F,DEN,watsope01
36,Trendon Watford,2022-23,2022-23,22,62,12,19.1,2.9,5.2,2.5,4.2,0.4,1.0,1.2,1.6,0.7,3.2,3.8,2.1,0.5,0.2,1.1,1.9,7.4,.560,.602,.391,.720,.625,.599,F,POR,watfotr01
37,Lindy Waters III,2022-23,2022-23,25,41,0,13.0,1.7,4.3,0.3,0.4,1.4,4.0,0.4,0.5,0.4,1.4,1.8,0.7,0.3,0.3,0.2,1.0,5.2,.393,.750,.358,.800,.573,.556,G,OKC,waterli01
38,Yuta Watanabe,2022-23,2022-23,28,58,1,16.0,2.0,4.0,0.9,1.7,1.0,2.3,0.6,0.8,0.5,1.9,2.4,0.8,0.4,0.3,0.4,1.4,5.6,.491,.557,.444,.723,.637,.621,F,BRK,watanyu01
39,TyTy Washington Jr.,2022-23,2022-23,21,31,2,14.0,1.9,5.2,1.3,2.6,0.6,2.6,0.3,0.6,0.1,1.4,1.5,1.5,0.5,0.1,0.5,0.9,4.7,.363,.488,.238,.556,.432,.422,G,HOU,washity02
40,P.J. Washington,2022-23,2022-23,24,73,73,32.6,5.9,13.4,3.9,7.5,2.0,5.9,1.7,2.4,1.0,3.9,4.9,2.4,0.9,1.1,1.5,2.6,15.7,.444,.518,.348,.730,.542,.520,F,CHO,washipj01
41,Duane Washington Jr.,2022-23,2022-23,22,31,3,12.7,3.0,8.3,1.7,4.7,1.3,3.6,0.5,0.8,0.1,1.1,1.2,2.0,0.2,0.1,1.1,0.7,7.9,.367,.372,.360,.667,.458,.445,G,PHO,washidu02
42,T.J. Warren,2022-23,2022-23,29,42,0,16.4,3.1,6.4,2.6,4.8,0.5,1.6,0.7,0.8,0.6,2.3,2.9,1.0,0.5,0.3,0.5,1.5,7.5,.489,.542,.328,.800,.550,.530,F,BRKPHO,warretj01
43,John Wall,2022-23,2022-23,32,34,3,22.2,4.1,9.9,3.1,6.7,1.0,3.2,2.3,3.3,0.4,2.3,2.7,5.2,0.8,0.4,2.4,1.7,11.4,.408,.459,.303,.681,.498,.457,G,LAC,walljo01
44,Lonnie Walker IV,2022-23,2022-23,24,56,32,23.2,4.2,9.4,2.6,5.0,1.6,4.4,1.6,1.9,0.3,1.7,1.9,1.1,0.5,0.3,0.8,1.3,11.7,.448,.522,.365,.858,.570,.534,G,LAL,walkelo01
45,Kemba Walker,2022-23,2022-23,32,9,1,16.0,2.7,6.3,1.9,3.2,0.8,3.1,1.9,2.3,0.3,1.4,1.8,2.1,0.2,0.2,0.4,1.2,8.0,.421,.586,.250,.810,.543,.482,G,DAL,walkeke02
46,Jabari Walker,2022-23,2022-23,20,56,0,11.1,1.5,3.5,1.2,2.5,0.3,1.0,0.6,0.8,0.9,1.5,2.3,0.6,0.2,0.2,0.5,1.2,3.9,.419,.472,.286,.756,.496,.460,F,POR,walkeja01
47,Ish Wainright,2022-23,2022-23,28,60,2,15.3,1.4,3.8,0.5,0.9,1.0,2.9,0.4,0.5,0.8,1.6,2.3,0.9,0.6,0.4,0.4,2.0,4.2,.370,.500,.329,.839,.522,.496,F,PHO,wainris01
48,Moritz Wagner,2022-23,2022-23,25,57,18,19.5,3.5,6.9,2.6,4.1,0.9,2.9,2.7,3.2,1.2,3.3,4.5,1.5,0.6,0.2,1.2,2.4,10.5,.500,.631,.313,.841,.630,.564,F-C,ORL,wagnemo01
49,Franz Wagner,2022-23,2022-23,21,80,80,32.6,6.8,14.0,5.2,9.5,1.6,4.5,3.4,4.0,0.9,3.2,4.1,3.5,1.0,0.2,2.1,2.3,18.6,.485,.544,.361,.842,.589,.543,G-F,ORL,wagnefr01
50,Dean Wade,2022-23,2022-23,26,44,13,20.3,1.7,4.0,0.6,1.1,1.0,2.9,0.3,0.5,0.5,3.0,3.4,0.8,0.6,0.5,0.4,2.0,4.7,.412,.560,.354,.652,.550,.540,F,CLE,wadede01
51,Nikola Vučević,2022-23,2022-23,32,82,82,33.5,7.3,14.0,5.8,9.8,1.5,4.2,1.6,1.9,1.9,9.1,11.0,3.2,0.7,0.7,1.7,2.2,17.6,.520,.594,.349,.835,.594,.573,C,CHI,vucevni01
52,Noah Vonleh,2022-23,2022-23,27,23,1,7.4,0.5,1.0,0.4,0.9,0.0,0.2,0.1,0.1,0.8,1.3,2.1,0.3,0.1,0.3,0.5,1.5,1.1,.458,.500,.250,1.000,.502,.479,F-C,BOS,vonleno01
53,Gabe Vincent,2022-23,2022-23,26,68,34,25.9,3.4,8.3,1.6,3.2,1.7,5.1,1.0,1.1,0.4,1.7,2.1,2.5,0.9,0.1,1.4,2.3,9.4,.402,.512,.334,.872,.533,.505,G,MIA,vincega01
54,Devin Vassell,2022-23,2022-23,22,38,32,31.0,6.9,15.7,4.2,8.7,2.7,7.0,2.1,2.6,0.2,3.7,3.9,3.6,1.1,0.4,1.5,1.5,18.5,.439,.480,.387,.780,.550,.525,G-F,SAS,vassede01
55,Fred VanVleet,2022-23,2022-23,28,69,69,36.7,6.3,16.1,3.3,7.3,3.0,8.8,3.7,4.1,0.4,3.6,4.1,7.2,1.8,0.6,2.0,2.8,19.3,.393,.455,.342,.898,.540,.486,G,TOR,vanvlfr01
56,Jarred Vanderbilt,2022-23,2022-23,23,78,65,24.1,3.2,5.8,2.8,4.6,0.4,1.2,1.2,1.8,2.2,5.3,7.5,2.4,1.1,0.3,1.2,2.4,7.9,.548,.604,.322,.691,.604,.580,F,LALUTA,vandeja01
57,Jonas Valančiūnas,2022-23,2022-23,30,79,79,24.9,5.6,10.3,5.2,8.9,0.5,1.4,2.3,2.8,2.8,7.3,10.2,1.8,0.3,0.7,2.0,3.1,14.1,.547,.577,.349,.826,.610,.570,C,NOP,valanjo01
58,Stanley Umude,2022-23,2022-23,23,1,0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,.000,,.000,1.000,.532,.000,G,DET,umudest01
59,Myles Turner,2022-23,2022-23,26,62,62,29.4,6.5,11.8,5.0,7.8,1.5,4.0,3.5,4.5,1.4,6.1,7.5,1.4,0.6,2.3,1.7,3.5,18.0,.548,.638,.373,.783,.651,.612,C-F,IND,turnemy01
60,P.J. Tucker,2022-23,2022-23,37,75,75,25.6,1.3,3.0,0.5,1.1,0.7,1.9,0.3,0.3,1.3,2.7,3.9,0.8,0.5,0.2,0.6,2.4,3.5,.427,.482,.393,.826,.566,.549,F,PHI,tuckepj01
61,Gary Trent Jr.,2022-23,2022-23,24,66,44,32.1,6.1,14.2,3.6,7.3,2.5,6.8,2.6,3.1,0.5,2.2,2.6,1.6,1.6,0.2,0.8,1.5,17.4,.433,.493,.369,.839,.560,.522,G,TOR,trentga02
62,Karl-Anthony Towns,2022-23,2022-23,27,29,29,33.0,7.3,14.8,5.2,9.1,2.1,5.7,4.1,4.7,1.7,6.5,8.1,4.8,0.7,0.6,3.0,3.8,20.8,.495,.576,.366,.874,.618,.565,C-F,MIN,townska01
63,Juan Toscano-Anderson,2022-23,2022-23,29,52,9,13.5,1.2,2.8,1.1,1.9,0.2,0.8,0.4,0.5,0.5,1.8,2.4,1.3,0.3,0.2,0.7,1.5,3.0,.448,.560,.186,.792,.505,.476,F,LALUTA,toscaju01
64,Obi Toppin,2022-23,2022-23,24,67,5,15.7,2.8,6.3,1.5,2.6,1.3,3.7,0.6,0.7,0.4,2.4,2.8,1.0,0.3,0.2,0.6,1.0,7.4,.446,.593,.344,.809,.565,.548,F,NYK,toppiob01
65,Isaiah Todd,2022-23,2022-23,21,6,1,10.2,0.5,3.0,0.3,1.3,0.2,1.7,0.3,0.3,0.3,1.7,2.0,0.7,0.2,0.0,0.3,0.7,1.5,.167,.250,.100,1.000,.238,.194,F,WAS,toddis01
66,Xavier Tillman Sr.,2022-23,2022-23,24,61,29,19.3,3.1,5.0,3.0,4.8,0.1,0.2,0.8,1.5,2.0,3.0,5.0,1.6,1.0,0.5,0.7,1.6,7.0,.614,.632,.267,.551,.621,.621,F,MEM,tillmxa01
67,Matisse Thybulle,2022-23,2022-23,25,71,28,16.9,1.5,3.6,0.8,1.5,0.8,2.1,0.3,0.4,0.6,1.4,2.0,0.7,1.2,0.5,0.3,1.6,4.1,.435,.533,.365,.679,.552,.542,G,PHIPOR,thybuma01
68,JT Thor,2022-23,2022-23,20,69,8,14.0,1.4,3.4,0.8,1.7,0.6,1.8,0.5,0.7,0.5,1.7,2.2,0.5,0.3,0.3,0.6,1.0,3.8,.399,.487,.317,.702,.506,.481,F,CHO,thorjt01
69,Klay Thompson,2022-23,2022-23,32,69,69,33.0,7.9,18.1,3.6,7.6,4.4,10.6,1.7,1.9,0.6,3.6,4.1,2.4,0.7,0.4,1.8,1.9,21.9,.436,.470,.412,.879,.576,.556,G-F,GSW,thompkl01
70,Cam Thomas,2022-23,2022-23,21,57,4,16.6,3.5,8.0,2.6,5.7,0.9,2.3,2.6,3.1,0.1,1.5,1.7,1.4,0.4,0.1,1.1,1.0,10.6,.441,.464,.383,.868,.567,.497,G,BRK,thomaca02
71,Daniel Theis,2022-23,2022-23,30,7,1,15.6,3.0,6.3,2.7,4.7,0.3,1.6,0.7,1.7,1.0,2.1,3.1,1.3,0.3,0.9,0.4,1.0,7.0,.477,.576,.182,.417,.497,.500,C,IND,theisda01
72,Dalen Terry,2022-23,2022-23,20,38,0,5.6,0.8,1.9,0.7,1.2,0.2,0.7,0.4,0.6,0.3,0.7,1.0,0.6,0.3,0.1,0.2,0.6,2.2,.444,.556,.259,.667,.523,.493,G,CHI,terryda01
73,Garrett Temple,2022-23,2022-23,36,25,0,6.5,0.7,1.8,0.3,0.8,0.4,1.0,0.1,0.2,0.2,0.5,0.7,0.5,0.4,0.1,0.2,0.6,2.0,.400,.368,.423,.750,.535,.522,G,NOP,templga01
74,Terry Taylor,2022-23,2022-23,23,31,2,8.5,1.3,2.4,1.1,1.8,0.2,0.6,0.2,0.4,0.9,0.6,1.5,0.3,0.1,0.2,0.3,0.8,2.9,.520,.607,.263,.545,.557,.553,G-F,CHIIND,taylote01
75,Jayson Tatum,2022-23,2022-23,24,74,74,36.9,9.8,21.1,6.6,11.8,3.2,9.3,7.2,8.4,1.1,7.7,8.8,4.6,1.1,0.7,2.9,2.2,30.1,.466,.558,.350,.854,.607,.543,F,BOS,tatumja01
76,Jae'Sean Tate,2022-23,2022-23,27,31,7,21.8,3.5,7.4,3.1,5.9,0.4,1.5,1.6,2.2,1.3,2.5,3.8,2.7,0.7,0.2,1.5,3.4,9.1,.480,.530,.283,.725,.546,.509,F,HOU,tateja01
77,Cole Swider,2022-23,2022-23,23,7,0,5.9,0.4,1.3,0.0,0.1,0.4,1.1,0.0,0.0,0.1,0.9,1.0,0.6,0.0,0.0,0.0,0.4,1.3,.333,.000,.375,,.500,.500,F,LAL,swideco01
78,Edmond Sumner,2022-23,2022-23,27,53,12,13.9,2.3,5.1,1.8,3.4,0.6,1.6,1.9,2.0,0.2,1.2,1.5,1.3,0.6,0.2,0.9,1.6,7.1,.461,.511,.356,.917,.597,.519,G,BRK,sumneed01
79,Jalen Suggs,2022-23,2022-23,21,53,19,23.5,3.5,8.4,2.3,4.6,1.2,3.8,1.6,2.2,1.0,2.0,3.0,2.9,1.3,0.5,1.8,2.3,9.9,.419,.496,.327,.723,.528,.493,G,ORL,suggsja01
80,Max Strus,2022-23,2022-23,26,80,33,28.4,4.1,9.9,1.6,2.8,2.5,7.0,1.0,1.1,0.6,2.6,3.2,2.1,0.5,0.2,0.9,2.1,11.5,.410,.559,.350,.876,.557,.535,G,MIA,strusma01
81,Isaiah Stewart,2022-23,2022-23,21,50,47,28.3,3.9,8.8,2.6,4.7,1.3,4.1,2.2,3.0,2.3,5.8,8.1,1.4,0.4,0.7,1.4,2.7,11.3,.442,.542,.327,.738,.560,.518,F-C,DET,stewais01
82,Lamar Stevens,2022-23,2022-23,25,62,25,18.1,2.1,4.6,1.6,3.1,0.5,1.5,0.6,0.9,0.8,2.6,3.3,0.5,0.4,0.3,0.4,1.3,5.3,.448,.513,.316,.702,.524,.500,F,CLE,stevela01
83,Jaden Springer,2022-23,2022-23,20,16,2,5.6,1.1,2.2,0.9,1.9,0.1,0.3,0.4,0.5,0.4,0.5,0.9,0.5,0.4,0.2,0.2,0.9,2.6,.486,.500,.400,.750,.545,.514,G,PHI,sprinja01
84,Jeremy Sochan,2022-23,2022-23,19,56,53,26.0,4.5,9.9,3.9,7.5,0.6,2.4,1.4,2.1,1.7,3.6,5.3,2.5,0.8,0.4,1.7,2.5,11.0,.453,.519,.246,.698,.509,.483,F,SAS,sochaje01
85,Xavier Sneed,2022-23,2022-23,25,4,0,12.0,1.3,2.5,0.5,1.0,0.8,1.5,1.0,1.0,0.0,1.3,1.3,1.3,0.0,0.3,0.8,1.8,4.3,.500,.500,.500,1.000,.723,.650,F,CHO,sneedxa01
86,Jalen Smith,2022-23,2022-23,22,68,31,18.8,3.6,7.5,2.8,4.7,0.8,2.8,1.5,2.0,1.9,3.9,5.8,1.0,0.3,0.9,1.1,2.3,9.4,.476,.593,.283,.759,.565,.530,F,IND,smithja04
87,Jabari Smith Jr.,2022-23,2022-23,19,79,79,31.0,4.6,11.3,3.1,6.3,1.5,4.9,2.1,2.6,1.5,5.7,7.2,1.3,0.5,0.9,1.3,2.9,12.8,.408,.487,.307,.786,.514,.475,F,HOU,smithja05
88,Ish Smith,2022-23,2022-23,34,43,0,9.3,1.2,3.0,1.2,2.8,0.0,0.3,0.0,0.1,0.1,1.1,1.3,2.3,0.2,0.2,1.0,0.8,2.5,.397,.420,.167,.500,.407,.405,G,DEN,smithis01
89,Dru Smith,2022-23,2022-23,25,15,1,10.5,1.2,3.0,0.9,1.7,0.3,1.3,0.2,0.2,0.1,1.5,1.6,1.5,0.7,0.3,0.2,1.5,2.9,.400,.500,.263,1.000,.475,.456,G,BRKMIA,smithdr01
90,Dennis Smith Jr.,2022-23,2022-23,25,54,15,25.7,3.4,8.4,3.0,6.3,0.4,2.1,1.4,2.0,0.5,2.6,3.1,4.8,1.4,0.5,1.5,2.3,8.8,.412,.475,.216,.736,.475,.438,G,CHO,smithde03
91,Marcus Smart,2022-23,2022-23,28,61,61,32.1,4.1,9.9,2.2,4.3,1.9,5.6,1.4,1.9,0.8,2.4,3.1,6.3,1.5,0.4,2.3,2.8,11.5,.415,.519,.336,.746,.538,.511,G,BOS,smartma01
92,Jericho Sims,2022-23,2022-23,24,52,16,15.6,1.6,2.1,1.6,2.0,0.0,0.0,0.2,0.3,1.9,2.8,4.7,0.5,0.3,0.5,0.5,1.8,3.4,.776,.783,.000,.750,.780,.776,F,NYK,simsje01
93,Anfernee Simons,2022-23,2022-23,23,62,62,35.0,7.5,16.9,4.1,7.8,3.4,9.1,2.6,2.9,0.3,2.3,2.6,4.1,0.7,0.2,2.1,2.3,21.1,.447,.528,.377,.894,.581,.548,G,POR,simonan01
94,Marko Simonovic,2022-23,2022-23,23,7,0,2.9,0.3,1.0,0.1,0.4,0.1,0.6,0.1,0.3,0.1,0.1,0.3,0.0,0.0,0.0,0.0,0.7,0.9,.286,.333,.250,.500,.381,.357,C,CHI,simonma01
95,Kobi Simmons,2022-23,2022-23,25,5,0,5.6,0.2,1.2,0.0,0.2,0.2,1.0,0.4,0.4,0.2,0.6,0.8,1.0,0.0,0.4,0.2,0.0,1.0,.167,.000,.200,1.000,.363,.250,G,CHO,simmoko01
96,Ben Simmons,2022-23,2022-23,26,42,33,26.3,3.2,5.6,3.2,5.5,0.0,0.0,0.6,1.4,1.0,5.3,6.3,6.1,1.3,0.6,2.3,3.3,6.9,.566,.571,.000,.439,.559,.566,G-F,BRK,simmobe01
97,Chris Silva,2022-23,2022-23,26,1,0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.000,1.000,,,1.000,1.000,F,DAL,silvach01
98,Pascal Siakam,2022-23,2022-23,28,71,71,37.4,8.9,18.5,7.6,14.5,1.3,4.0,5.2,6.7,1.8,6.0,7.8,5.8,0.9,0.5,2.4,3.2,24.2,.480,.523,.324,.774,.565,.515,F,TOR,siakapa01
99,Shaedon Sharpe,2022-23,2022-23,19,80,15,22.2,3.8,8.1,2.6,4.6,1.3,3.5,0.9,1.3,0.8,2.2,3.0,1.2,0.5,0.3,1.0,1.7,9.9,.472,.559,.360,.714,.568,.551,G,POR,sharpsh01
100,Day'Ron Sharpe,2022-23,2022-23,21,48,3,11.5,1.9,3.6,1.8,3.3,0.1,0.2,0.7,1.1,2.1,2.1,4.2,0.8,0.3,0.7,0.9,1.9,4.7,.544,.544,.545,.636,.581,.561,C,BRK,sharpda01
101,Landry Shamet,2022-23,2022-23,25,40,9,20.2,2.8,7.5,1.0,2.5,1.9,5.0,1.1,1.3,0.3,1.4,1.7,2.3,0.7,0.1,0.9,1.5,8.7,.377,.376,.377,.882,.537,.502,G,PHO,shamela01
102,Collin Sexton,2022-23,2022-23,24,48,15,23.9,4.9,9.8,3.9,7.2,1.0,2.5,3.4,4.1,0.8,1.4,2.2,2.9,0.6,0.1,1.8,2.3,14.3,.506,.546,.393,.819,.616,.558,G,UTA,sextoco01
103,Alperen Şengün,2022-23,2022-23,20,75,72,28.9,5.9,10.7,5.6,9.9,0.3,0.8,2.7,3.8,3.2,5.8,9.0,3.9,0.9,0.9,2.6,3.4,14.8,.553,.570,.333,.715,.599,.565,C-F,HOU,sengual01
104,Dereon Seabron,2022-23,2022-23,22,5,0,2.4,0.4,1.0,0.4,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.8,.400,.400,,,.400,.400,G,NOP,seabrde01
105,Jay Scrubb,2022-23,2022-23,22,2,0,15.0,2.5,3.5,1.5,2.5,1.0,1.0,0.5,1.0,0.0,3.0,3.0,0.5,1.0,0.0,1.5,1.0,6.5,.714,.600,1.000,.500,.825,.857,G-F,ORL,scrubja01
106,Dennis Schröder,2022-23,2022-23,29,66,50,30.1,4.1,9.8,3.0,6.4,1.1,3.4,3.3,3.8,0.3,2.2,2.5,4.5,0.8,0.2,1.7,2.2,12.6,.415,.461,.329,.857,.545,.472,G,LAL,schrode01
107,Admiral Schofield,2022-23,2022-23,25,37,0,12.2,1.5,3.3,0.8,1.3,0.6,2.0,0.6,0.6,0.6,1.1,1.7,0.8,0.2,0.1,0.4,1.6,4.2,.451,.646,.324,.913,.587,.549,G-F,ORL,schofad01
108,Jordan Schakel,2022-23,2022-23,24,2,0,3.0,0.5,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,1.5,.500,.000,1.000,,.750,.750,F,WAS,schakjo01
